Gene1,Gene2,label
HDAC2,HIST1H4J,0
HNF1B,EXD2,1
KDM5A,SUGT1,1
NUP98,NMBR,0
DCP1A,TBC1D22A,1
HNF4A,FOXH1,0
NUP98,CACYBP,1
HDAC2,ANAPC2,1
INTS12,NSA2,1
PRDM1,LIG4,1
NUP153,DDX20,0
ZNF589,RANBP1,0
PDX1,POU5F1,0
RBPJ,BOLA2B,0
NR5A2,BFSP1,0
YAP1,LAMP1,1
NUP153,MRPL44,0
HAND2,DAB1,1
FOSL1,WDFY2,0
ZBTB40,MEST,0
EZH2,SCML1,0
GATA6,KDM3A,1
SIRT6,PRUNE2,0
SALL4,PDE4DIP,0
ZFP91,TBL1X,0
JMJD1C,PRUNE2,0
GFI1B,GTPBP10,1
SIN3A,BRD3,1
SIRT6,TET2,0
JUN,FOXA1,1
SMAD3,NR5A2,1
TP63,CALM1,1
TBL1X,SNAI2,1
RBPJ,SMAD4,1
SRF,DCP1A,1
KLF5,CHD1,1
BRD1,SMC3,0
SRF,PCGF1,1
SMC1A,EOMES,1
ZBTB40,DTWD1,1
FOXA2,UBAP2,1
TAF1,KBTBD4,1
YAP1,BANP,1
HNRNPH1,TIGD1,0
RBPJ,GTPBP10,1
TET2,TACC2,1
GFI1B,NUF2,0
HAND1,RNF141,1
CREB1,RC3H2,1
ZNF76,DCAF11,0
ATF2,NANOG,0
DMAP1,VEZT,0
ZBTB40,TRMT2A,1
JUND,TIMM22,1
DDX5,TBPL1,0
ASXL1,MFSD8,0
JUND,CBWD3,1
JMJD1C,KLHL12,0
GATA4,RNF2,1
RXRA,LEF1,1
ZFP91,KDM5A,0
NUP153,MYC,1
KDM1A,GTF2H2,0
SOX9,NCOA7,0
KDM3A,SNAI2,0
THAP11,RNF2,1
SOX2,OTX2,1
YAP1,CCDC90B,1
GFI1B,BOLA2,0
JUN,IFRD1,1
LEF1,SPG11,1
CDK12,CTNNB1,1
HMGB1,WDHD1,0
CHD7,HIST2H4A,0
PDX1,SOX2,1
FOXA2,TIGD1,1
BRD1,CATSPERD,1
YAP1,MDM2,0
CTNNB1,GATA6,0
UBTF,AMOTL2,1
NIPBL,MRPL21,1
ASXL1,NDUFS3,0
SIX5,ZNF143,1
BCL11A,CBWD6,0
TET2,FOXA1,1
MYC,WRNIP1,1
EP300,EYA1,1
THAP11,FOXM1,0
NUP98,AP2B1,0
CDK12,BACH1,0
KDM5A,COX18,1
CDK12,CREB1,0
PRDM1,WDR31,0
SNAI2,MTRNR2L6,0
PALB2,TFAP2C,0
ZFP42,AHCYL1,0
BCL11A,HIST1H4K,0
SOX2,USF2,0
GATA6,CPPED1,1
KAT7,NANOG,0
KAT7,EIF2B3,0
GATA2,OPA1,1
TP63,AP3S2,1
USF2,TBPL1,1
PDX1,PGAP2,1
BANP,CBWD5,0
RFX5,RWDD1,1
PRDM1,ATG5,0
TET2,PHB2,1
FOXP1,TAL1,0
GFI1B,CEBPB,1
RBM39,RPL26,0
USF1,NCOA7,1
NUP98,NOTCH2,0
REST,SMG7,1
PCBP2,IFRD1,0
TBL1X,TWISTNB,0
TFAP2A,HSPE1,1
GFI1B,TAF7,1
ZNF589,SEC31A,0
ATF2,CHD9,0
KDM3A,KLF4,0
HNF1B,GTPBP10,0
NR1H3,NRF1,0
KAT7,SLC24A1,1
BRD3,CBWD3,1
SOX17,PTPN4,0
KDM4A,POLE3,1
SMAD2,USP53,1
NR1H3,SRF,0
MAFK,RANGAP1,1
CUL4A,ACIN1,0
STAT3,RPS6,1
SIN3A,CNPY2,1
PHF8,SMG7,1
HMGB1,NOP14,0
ASXL1,PIK3R3,0
HAND2,NUP153,0
HDAC2,COMMD6,1
RYBP,RRM1,1
BCL11A,NR2F2,0
PALB2,SF3A3,0
NFYC,VPS33A,1
FOS,SMC3,1
SRF,CEP120,1
SMAD1,HSPH1,1
DDX5,HPD,0
PAX6,KAT5,0
SP4,C12orf73,1
HMGB1,TACO1,0
FOXA2,NR5A2,1
GATA3,KLHL12,1
DDX20,LONP1,0
BCOR,FOXA1,1
TP53,HSP90AB1,1
RNF2,ADNP,1
EGR1,FOSL1,1
KLF5,CNPY2,1
PCGF1,FOSL1,0
ZFP42,SRF,1
CUL4A,EXD1,0
TP53,HSPE1-MOB4,1
ASXL1,TACO1,1
GATA4,BANP,1
KDM3A,NOP14,1
SALL4,PBLD,0
PDX1,SLC25A26,0
ADNP,C4orf46,0
YAP1,RBPJ,0
EOMES,ZFP42,0
BRD1,NUDT15,1
TET2,SOX2,0
ASXL1,NR2F2,0
CDK12,KLF4,0
BANP,CAPS2,0
SMC1A,GTPBP10,1
HSF1,DCLRE1B,1
PALB2,DARS2,0
PALB2,FBXO31,0
CTNNB1,PCGF1,0
PDX1,MAFK,0
HDAC2,STX16,1
MLLT3,THAP11,0
NUP153,CTNNB1,0
BCL11A,FOXA1,0
CDC73,SMAD3,0
BACH1,RPL37,0
GATA6,KLHL12,1
BRD4,HEY1,1
ZNF3,MIA3,0
USF1,GTF2H3,1
KAT5,SECISBP2,0
RBM39,DCP1A,0
UBTF,HAND1,0
YY1,CGGBP1,1
STAT3,LUC7L2,1
ZFP42,AHCYL1,0
TBL1X,RBBP5,1
SOX9,ETFDH,0
TFAP2C,SLC25A36,1
USF1,OTX2,0
ZBTB40,SSNA1,1
SMC1A,HNRNPH3,0
RYBP,ASXL1,1
CDK12,NMBR,0
USF2,KLF5,1
HDAC6,THAP2,0
EPC1,CTNNB1,0
YAP1,SUZ12,0
MLLT3,EYA1,0
TFAP2A,ALG10B,1
JMJD1C,PSMF1,0
HDAC6,KLF5,0
ZNF76,MTIF2,1
FOXP1,PHF8,1
SP1,RBM28,1
MLLT3,LEF1,0
INTS12,HNF1B,0
PRDM1,ZCCHC4,0
NANOG,INTS5,1
SALL4,TUFM,1
YAP1,GATA6,0
TET2,HEXB,0
TAF7,NR2F1,0
DNMT3B,AR,0
RBM39,CCDC92,0
GATA2,HMGB2,1
AFF1,BOLA2,0
CUL4A,CHD7,1
NR2F1,AHCYL1,1
PDX1,CHD2,0
TAF7,FOXA2,0
RBM39,SLC33A1,0
NR5A2,KDM3A,1
ZNF589,THAP11,0
PALB2,MRPL21,0
PCBP2,KLF4,0
GTF2F1,SCML1,0
YAP1,ATF2,0
ASXL1,SEC31A,0
TAL1,MRPL39,1
JMJD1C,HEXIM2,0
HNF1B,KLF4,1
HMGB2,FOS,0
CHD1,UCHL1,1
FOXN3,EARS2,1
CHD7,KBTBD6,0
CDK12,IFRD1,1
DDX5,TIGD6,0
ZFP91,BMS1,0
NR2F1,GTF2H2,1
HEY1,ZCCHC4,1
GATA2,METAP1D,1
FOXA1,RC3H2,1
SP2,EIF2D,1
GFI1B,RNF43,1
TBL1X,NR5A2,0
TAF7,NAA38,0
DCP1A,HAGH,1
WRNIP1,SSNA1,1
CREB1,CDC73,1
THAP11,NUDT15,0
TFAP2A,PIK3R3,1
ZBTB40,PRUNE2,0
RFX5,KIF15,1
HNF1B,COPS4,1
BCOR,TAF1,1
RYBP,MED23,1
ZNF3,NOLC1,0
USF1,NOL7,1
BACH1,SRSF2,1
DDX20,PAAF1,1
GFI1B,SOX2,0
KLF4,MRPS18C,1
USF1,TRIP4,1
AFF1,HINT3,0
SMAD1,PBLD,1
SP1,DRG2,1
EOMES,LRRC37A3,1
SP2,PDX1,1
RFX5,PGBD4,1
GFI1B,RAD1,1
TAF1,MRPS18C,1
WRNIP1,MYC,0
HAND2,SEC31A,0
CDK12,DNAJC6,1
SOX2,PLS1,0
BCL11A,FAM49B,0
ZNF589,MRPS31,0
KLF5,NCBP2,1
RYBP,MRPS18C,0
CEBPB,AP4B1,1
NR5A2,CENPL,0
RFX5,NCOA7,1
GATA6,EP300,1
JUN,RPL26,1
PHF8,SECISBP2,1
PCBP2,MTIF2,0
GABPA,WDR31,1
HDAC6,TBL3,1
BCL11A,KLF5,0
SNAI2,CTBP2,1
SMC1A,RBPJ,1
HNF1B,CAMLG,0
CHD1,RAD1,1
ZBTB40,KDM4A,0
TCF4,EEF1A1,1
RAD21,LEF1,1
TAF7,IFRD2,0
EP300,GTPBP10,1
TET1,HEXB,0
SALL4,FASTKD5,0
CDK12,HEY1,0
HMGB1,CBWD3,0
NR2F2,CEP120,1
ZBTB40,ALG3,1
NFYC,RC3H2,1
TET1,GPN3,0
SNAI2,TAF1,0
FOXP1,FAM98B,1
BRD1,NAA38,1
REST,HEY1,1
NUP153,EZH2,0
SIX5,NMBR,0
TBP,TP63,0
INTS12,C12orf73,0
EOMES,BCL11A,0
SMAD2,DNAJC25-GNG10,1
SIRT6,PTPN4,1
EOMES,FOXM1,0
ZNF207,AFF1,0
GATA3,CBWD6,0
RBM39,NRF1,0
FOXA2,SOX9,1
STAT1,SOX2,0
CTNNB1,FOXH1,0
CTCF,TET1,1
NFYC,HIST2H4A,0
NRF1,SLC3A2,1
RFX5,ZMPSTE24,1
SIN3A,TRIM37,1
BRD3,TBP,1
TP63,GATA6,1
EGR1,RPS6,1
TP63,FASTKD5,0
YY1,EIF2B3,1
FOXM1,RAB6A,1
ASXL1,TRIM37,0
SAP30,TCF12,1
TET2,HAND1,0
LEF1,HELQ,0
DCP1A,ATF3,1
HNRNPH1,SMG5,0
SOX17,MFSD8,0
BCOR,SMAD4,0
E2F6,CCNL1,1
KDM2B,PAAF1,1
AFF1,GATA2,1
CDK12,MYC,0
CHD7,HEXB,0
REST,CHD1,1
SIRT6,TEAD4,0
PALB2,CLTC,1
PDX1,PARL,0
SNAI2,RAD21,0
SNAI2,EYA1,0
SOX2,METTL1,1
NR5A2,ANAPC13,0
RXRA,RAD1,1
REST,BRD3,1
NR5A2,AP2B1,0
BCL11A,SALL4,0
SOX9,SAP30,0
EPC1,TRIM37,0
SP1,TAF2,1
JMJD1C,FAM120B,0
SALL4,HSPA9,0
TBP,WRAP53,1
KDM5B,HIST2H4A,0
FOS,BCL11A,0
EOMES,OGDH,0
SMC3,C6orf89,1
REST,FAF1,1
YAP1,PHF8,0
RNF2,RAD1,1
KAT5,AP2B1,1
SALL4,COPS2,0
STAT3,CCNL1,1
CTBP2,TRIM37,1
FOXA1,FOXM1,1
DNMT3B,ZFP42,0
PDX1,CATSPERD,1
JMJD1C,TEAD4,1
TBP,OTX2,1
SNAI2,TMEM101,1
NUP98,LONP1,0
TAF1,TRDMT1,1
CTNNB1,AHCY,0
SMAD4,UBE2D3,1
JMJD1C,CBWD3,0
TP63,UCHL1,0
SMC1A,CGGBP1,1
RBM39,SLC25A26,0
DMAP1,CCDC59,1
DDX20,DCLRE1B,1
TRIM28,RABGAP1L,1
TAF7,HIST1H4J,1
GATA4,FAM49B,0
KDM3A,CCDC92,0
CDK12,ZNF589,0
SIRT6,DCP1A,0
BRCA1,METTL9,1
KDM3A,KDM4A,1
MXI1,NME1,1
ADNP,PET117,0
USF2,U2SURP,1
KDM5A,G3BP1,0
TET1,SEC14L1,0
GFI1B,PSMD6,0
BCOR,MXI1,1
FOXA2,STRA6,1
HNF1B,BRIX1,0
PALB2,METTL1,0
THAP11,C1QTNF6,1
SP1,FOXN3,1
RXRA,WWOX,1
ATF2,SREK1,1
HMGB1,PPIH,0
DDX20,RPS6,1
HDAC6,SUGT1,0
ZNF3,SCAF11,0
KDM5B,GATA4,0
TP63,SUZ12,1
WRNIP1,DAB1,0
USF2,WDR31,1
JUN,TEFM,1
TAF2,KIFC3,0
CHD2,FAM216A,1
CHD2,KLF5,1
RBM39,TRIAP1,0
CTCF,AP2B1,1
BACH1,NR2F2,0
PDX1,SIRT6,0
DCP1A,SECISBP2,1
PAX7,NUP153,0
ZBTB40,MEST,0
KDM3A,BRD4,1
TAF2,TUT1,0
CHD7,RPS13,0
ZNF3,INTS12,1
PHF8,PES1,1
NUP153,GATA6,0
AR,SMARCA4,1
YY1,USF2,1
LEF1,CCDC77,0
TBL1X,CTDP1,0
PALB2,TRMT61B,0
JUN,MAX,1
BANP,NDUFA6,0
FOXP1,PDX1,0
FOXM1,KIF15,1
SMC3,HIST2H4B,0
HDAC2,PCNA,1
SOX17,GSTA4,0
CTNNB1,NMBR,0
TBL1X,EIF3F,0
THAP11,ZNF785,0
HAND1,TFAP2C,0
SALL4,NR2F2,0
ZFP42,DCAF10,0
CDK12,PLS1,0
NUP98,NOC3L,0
KDM5B,RWDD1,1
SALL4,CDK12,1
ZNF76,WWC2,0
CTBP2,HINT3,1
HEY1,DDX18,1
SNAI2,TET1,0
MLLT3,PLEKHM3,0
SOX9,CCDC59,1
TAF1,HAND1,1
JUND,CBWD6,1
INTS12,MRPS17,0
TBL1X,BCOR,0
TET1,PEX3,1
TFAP2C,MTRNR2L10,1
DCP1A,DHRS13,1
ZNF143,UBE2D3,1
MYC,KBTBD6,1
SIRT6,SALL4,0
TBP,USPL1,1
BANP,CTCF,0
GATA2,MAST4,1
PDX1,LEF1,0
DDX20,KDM3A,0
TCF4,SP2,1
BACH1,PAX6,0
RBM39,POU5F1,0
SALL4,KPNB1,0
LEF1,PICALM,1
SAP30,AHCYL1,1
RBPJ,GFM1,1
GATA3,FRA10AC1,1
HAND2,THAP11,0
ZNF143,DNMBP,1
FOSL1,GSN,0
STAT1,C1QTNF6,1
SIRT6,SMC3,0
TCF12,AMD1,1
GATA6,FAF1,1
SAP30,ZNF331,1
TP53,BCAR3,1
NR2F2,SUZ12,0
HNF4A,PSMF1,1
REST,TCF12,1
SOX9,TBL3,1
KAT7,GSTCD,1
CUL4A,BRIX1,0
KDM4A,KLF4,1
BANP,GPN3,1
TET1,PBLD,1
STAT1,CEBPB,1
STAT3,SP4,1
HDAC2,RBM39,1
SMAD3,KDM1A,1
ZBTB40,CTCF,0
SALL4,DCAF11,1
NUP153,RPS7,0
DDX5,MRPL39,1
SP1,TEAD4,1
NR5A2,ZNF3,0
FOXP1,COMMD6,1
E2F6,FAF1,1
BCL11A,COX18,1
MDM2,PCGF1,0
PDX1,HSF1,0
UBTF,DDX18,1
BRCA1,GNAL,0
TET1,CHD9,0
PHF8,PDX1,0
KAT5,SECISBP2,0
PDX1,RAD1,0
FOXN3,STAT1,0
RBPJ,WRAP53,1
CHD2,HIST1H4J,1
NR1H3,NANOG,0
KDM1A,CTBP2,1
TEAD4,MNAT1,1
TBL1X,NR1H3,0
PALB2,HIST2H4A,0
KDM5A,GSN,0
BRD4,FAM76A,1
GATA6,C10orf88,0
PRDM1,NFX1,0
TFAP2A,UBR4,1
CUL4A,NOL7,0
BRD1,CAPS2,1
CREB1,ANAPC2,1
YAP1,TET1,0
FOXN3,FRA10AC1,0
PHF8,MXI1,1
KDM2B,SMC3,1
GFI1B,SLC35A3,0
PDX1,TBL1X,1
CTBP2,RPS7,1
SOX17,SEC22C,0
NR2F2,GTPBP10,0
SAP30,SAR1B,1
KDM2B,SIN3A,1
SMAD2,PALB2,1
TP53,COX18,1
SMARCA4,CTNNB1,1
MLLT3,TMEM39A,0
RAD21,GEMIN7,1
HNF4A,CTBP2,0
SOX17,SCML1,0
RYBP,CDC25C,0
SOX2,SPECC1,1
THAP11,KLF4,0
FOXA2,PDRG1,1
FOS,MRPL39,1
DNMT3B,BACH1,0
KAT7,SREK1,0
FOXM1,HAND1,0
EPC1,ZBTB40,0
RYBP,RNF2,0
SIN3A,PARL,1
CTCF,HIST1H4J,0
NR2F1,PDE4D,1
ZBTB40,VEZT,0
SIN3A,FOSL1,1
EGR1,TAF1,1
ASXL1,ANAPC13,0
FOXH1,PCID2,1
SP2,TBPL1,1
HAND2,EIF3F,0
HEY1,ZNF3,1
SRF,HSPD1,1
FOSL1,PRUNE2,0
TET1,E2F6,0
ASXL1,GSTA4,0
SP4,TMEM101,1
PALB2,LEF1,0
SIRT6,FAM120B,0
MXI1,C10orf88,1
PCGF1,SAP30,0
BACH1,WDFY2,0
WRNIP1,HELQ,1
CTBP2,SECISBP2L,1
WRNIP1,CTDP1,0
SMC1A,EGR1,1
TET1,HPS5,0
BCOR,CUL4A,1
SNAI2,ZNF331,0
DDX20,POLE3,0
NR5A2,KRR1,0
HNF1B,FAM120B,0
TBL1X,PAFAH2,1
DDX20,RWDD1,0
RYBP,SAP30,0
ZBTB40,KLF5,0
ZNF3,WBP4,0
NFYC,GTF2F1,0
CUL4A,PLS1,0
HNF4A,ACCS,1
GATA6,NR2F1,1
SMAD2,POLR3B,1
CUL4A,KDM5B,0
NFYC,SIN3A,1
RYBP,AMD1,0
THAP11,GLOD4,1
PRDM1,RPS7,0
SIX5,EIF4E2,1
STAT1,MRPL21,1
SIRT6,AMOTL2,0
RXRA,FOXA2,1
TET2,U2SURP,1
ASXL1,STAT1,0
HMGB1,ZNF207,0
TAF2,GABPA,0
CUL4A,MDM2,0
NR1H3,HIST1H4C,0
FOSL1,ZMPSTE24,0
JMJD1C,ZNF76,0
CTNNB1,SEC31A,0
CDC73,DIAPH1,1
MAX,COX18,1
ASXL1,NDUFS7,1
BACH1,SMARCD2,1
KLF5,TMEM101,1
FOXM1,BRIX1,1
GTF2F1,KAT5,1
RAD21,ZER1,1
TAF2,TMEM9,0
BCL11A,NR2F1,1
JUND,HIST1H4K,1
KDM2B,CCDC59,1
ZNF3,DENR,0
PDX1,PARP2,0
CEBPB,HNF1B,1
FOXH1,PAAF1,0
KDM1A,BRD3,1
INTS12,ZNF785,0
TAF2,RPL5,1
SIX5,TEFM,1
SP4,FOXM1,0
RBM39,RAD1,0
KDM5B,C10orf88,0
NIPBL,PDE4D,1
ZNF207,ERLIN2,1
SOX9,HNRNPH3,0
CTNNB1,NOC3L,1
CDK12,MYC,0
ZNF76,NUP98,1
USF2,FOXH1,0
TET2,SREK1,1
PALB2,C4orf46,0
BACH1,NAT10,1
MAFK,NUDT15,1
SMC1A,ZNF785,1
SMAD1,EI24,0
NUP98,HELQ,0
FOS,GABPA,1
FOXM1,MAN2C1,1
HMGB2,NFYC,0
KLF5,C10orf88,0
DDX5,NCBP2,0
GATA3,SOX17,0
RYBP,HNRNPH3,1
NFYC,RPS19,1
KDM3A,CEBPB,0
PHF8,USP15,1
RFX5,MYC,1
HNF4A,TRIM37,1
TAF2,PES1,0
HDAC6,FOSL1,0
FOXM1,SMARCA4,1
KDM4A,USP15,1
HSF1,NOTCH2,0
SNAI2,DCLRE1B,0
BRD2,UBB,1
HAND2,ADK,1
CUL4A,COX16,0
SOX9,TWISTNB,0
GATA4,HIST2H4A,0
HNF1B,GARS,0
BRD3,CAPS2,1
CTNNB1,SMG7,0
PRDM1,FAM120B,0
EOMES,SP4,1
FOXH1,SMAD1,1
SMAD4,PRDM1,0
ZNF76,MRPS15,1
ZBTB40,GLOD4,0
EGR1,CELSR3,1
MXI1,TIGD1,1
HNRNPH1,GABPA,1
PRDM1,UCHL3,0
TFAP2A,BANF1,1
DDX20,SREK1,0
NR1H3,UBE2B,0
PAX7,ZNF589,0
CDC73,RPS3A,0
HEY1,EYA1,0
NR5A2,GRWD1,0
ZFP42,TEAD4,0
EOMES,NBPF1,0
EOMES,SMARCD2,1
CDK12,UBTF,1
TAF1,FAM76A,1
HNF4A,CHD9,1
GATA6,POLDIP3,1
HNF4A,POLR2J3,1
KLF5,SLX1B,0
FOSL1,TUFM,0
TAF7,FOSL1,1
ZBTB40,CENPL,1
KDM3A,RRM1,1
PHF8,NPAS4,0
BCL11A,RWDD1,1
NR5A2,AMOTL2,0
CHD7,SLX1B,0
BRCA1,MAX,1
TBL1X,UBB,0
SP4,HIST1H4C,1
CHD7,TUFM,0
SALL4,SOCS4,0
MAFK,CAMLG,0
NR1H3,TWISTNB,0
SMAD1,HDAC2,1
SP4,GBA,1
WRNIP1,POLE3,0
ZBTB40,TACO1,1
SP2,PLEKHM3,1
MLLT3,DNAJC25-GNG10,0
SMAD4,GTF2F1,1
MLLT3,CAPS2,0
SOX9,HSPD1,0
LEF1,ETFDH,0
SIRT6,RNF43,0
PRDM1,EZH2,1
RBPJ,HNF1B,0
STAT1,ATR,1
HNRNPH1,PES1,0
PRDM1,RPS3A,0
TEAD4,DAB1,1
MAFK,SERP1,1
DDX5,TBC1D22A,1
SP2,NDUFS7,1
SAP30,EHD3,0
DNMT3B,YTHDF2,1
RFX5,SLX1B,0
NR5A2,MRPS23,1
KAT5,UTP3,0
FOS,EARS2,1
HAND2,METTL1,0
NRF1,KIAA0895,1
SMC1A,TAL1,0
FOXH1,AP3B1,1
BCL11A,MAFK,1
CUL4A,FBXO31,0
HNF1B,SMC3,0
EP300,EGR1,1
ZNF3,ZMPSTE24,0
SOX17,SRF,0
DNMT3B,MFSD8,0
SALL4,GTF3C3,0
ZNF3,IFRD2,0
CHD7,PAX6,1
SMAD4,EIF3F,1
SMAD1,ATF3,1
ZNF207,PHTF2,1
SOX17,CHD9,0
PAX7,EIF2B1,0
TBL1X,PES1,0
RBBP5,POLR2J3,1
CTNNB1,KIAA0895,0
BRD2,TRIP4,1
JUN,FOXJ3,1
SMAD3,ZNF589,1
RFX5,PHF8,1
ZNF3,UBAP2,0
DCP1A,UBAP2,0
TAL1,OTX2,0
EP300,SEC13,1
AFF1,NR2F2,1
ZNF589,G3BP1,0
TBL1X,USP53,0
CHD2,HAND1,1
TBL1X,CHD7,0
SOX9,TRIM28,0
SMAD4,HAND1,0
HSF1,TNPO1,1
KAT5,RAD21,0
ZBTB40,CLUAP1,0
NR1H3,S100A13,0
NR1H3,SRF,0
NUP98,BCOR,0
RUVBL1,DAB1,0
KDM5A,WDHD1,1
CEBPB,DST,1
PAX7,SOX17,0
SMAD3,FOS,1
NUP98,CDKL3,0
SOX17,HNRNPH3,0
CTNNB1,SAP30,0
ATF2,PDRG1,1
KDM2B,SLC25A26,1
SNAI2,WBP4,1
NR5A2,PEX3,0
NR2F1,WWC2,1
HSF1,TBL1X,1
RXRA,BOLA2B,0
NR1H3,AURKAIP1,0
DMAP1,SEC14L1,1
DDX20,RNF2,0
FOS,CDC123,1
NUP153,NANOG,0
SMC1A,HIGD2A,1
HNF1B,COMMD6,0
NUP153,TACO1,0
ADNP,NOC3L,0
ZNF331,CTNNB1,1
ZFP42,UBFD1,0
JUND,TRDMT1,1
CTBP2,PARK7,0
SOX9,WDR11,1
KDM3A,C10orf88,0
PAX7,SLC4A2,0
FOSL1,ZNF274,1
DNMT3B,HEXIM2,1
SP2,SRSF2,1
BRD4,TUT1,1
ZNF207,HSPD1,0
HSF1,RBPJ,0
CUL4A,INTS5,0
KLF4,MRPS15,1
EP300,SLC36A1,1
CTBP2,HIGD2A,0
THAP11,NANOG,0
SMAD2,AQR,1
KLF5,RBBP5,1
TET1,CHD1,0
FOXN3,NFX1,0
CTBP2,LONP1,0
TFAP2A,CDC123,1
SOX2,CALM1,1
HNF1B,GTF2H2,0
FOS,NUP107,1
SMAD3,KIAA0895,1
RYBP,NPAS4,1
ZFP91,MAFK,0
KDM3A,CCDC92,0
PHB2,SMAD2,0
TAL1,MRPL24,1
HAND2,HDAC2,0
ASXL1,SCAF11,0
TBPL1,TBC1D22A,1
STAT1,REST,1
SMAD1,BMS1,1
PAX6,PPIH,0
HDAC6,SLC25A26,0
ZBTB40,BACH1,0
EP300,NFX1,1
RFX5,MCEE,1
CUL4A,PPIH,0
TP53,HDAC2,1
JUND,GATA3,1
DCP1A,ABCA3,0
HDAC6,KDM5A,0
AFF1,PLK3,1
TP63,CCNG2,1
HDAC2,PAX7,1
KDM1A,SAR1B,1
NANOG,ZNF331,1
CDC73,SEC14L1,0
ZBTB40,FOSL1,0
YAP1,YY1,0
ATF2,COMMD1,1
PRDM1,GATA6,0
SIX5,TMEM242,1
NRF1,DMAP1,0
TP53,B3GALNT2,1
CTNNB1,SLC35A3,0
FOXH1,PAAF1,0
ASXL1,FRA10AC1,1
GATA4,HNRNPH1,1
HMGB1,STX18,0
ZFP42,UBOX5,0
BRD1,EIF2B3,0
SRF,INTS5,1
WRNIP1,CBWD3,0
RNF2,LUC7L2,1
SALL4,AP3B1,0
CHD2,AURKAIP1,1
RBBP5,COPS7B,1
TET1,ASXL1,1
DCP1A,POLR2J3,0
HNRNPH1,EIF2B1,0
CTNNB1,WDPCP,0
KLF5,FGD6,1
PALB2,NUP153,1
TEAD4,UBE2B,1
GTF2F1,PDE4DIP,0
PRDM1,CAB39L,1
SRF,GNAI2,1
GATA4,INTS12,1
DDX20,RANGAP1,0
HAND2,EFCAB7,0
TCF4,SOX17,0
ZBTB40,NRL,0
SNAI2,MAST4,1
WRNIP1,IFRD1,0
PCGF1,THAP2,1
HNF4A,ASXL1,1
RBBP5,RAD21,1
RYBP,THAP11,0
SRF,KAT5,1
TFAP2C,NRF1,1
BCOR,PAAF1,1
MAFK,RAD21,0
NUP98,NR2F2,0
FOXN3,FAM76A,0
TRIM28,COMMD6,1
SP2,TFAP2C,1
KAT7,SECISBP2,1
RBM39,MXI1,0
NFYC,SREK1,0
HEY1,GATA2,1
SOX2,SSBP1,1
KLF5,SMC1A,1
CTNNB1,G3BP1,0
FOSL1,WWC2,0
STAT3,CAB39L,1
TET2,HMGB1,1
NUP98,PHB2,0
SOX9,SMG7,1
TBP,FOSL1,1
THAP11,SEC22C,0
YAP1,EXD1,1
LEF1,NCOA7,0
FOXN3,COMMD2,0
EP300,COMMD1,1
KDM1A,KAT5,1
KAT7,DNAJC6,0
DMAP1,PRICKLE1,0
DDX20,DNMBP,0
RFX5,USP30,1
TEAD4,NAT10,1
JMJD1C,UCHL1,0
TAF2,ZNF76,0
BRCA1,BFSP1,1
ZFP42,COPS4,1
YAP1,AMD1,0
ZNF3,SOCS4,0
TRIM28,STAT3,1
DDX5,BRIX1,1
TBL1X,IFRD1,0
GATA6,OTX2,1
SP2,RPL5,1
SMC3,FOXP1,1
CDK12,KDM1A,0
PALB2,RBM28,0
NR1H3,EGR1,0
JUND,YY1,1
KDM2B,ARL4A,1
TFAP2A,TIMM22,1
HNF1B,TEAD4,0
ASXL1,PHF8,0
ATF2,ATF3,1
TRIM28,RPL26,1
BCL11A,EYA1,0
BCOR,BCL11A,1
ZBTB40,RPL26,1
SIRT6,SNAPC5,1
ATF2,USF2,1
ZFP42,TAL1,0
CHD7,TRIM28,1
FOXA2,PPIP5K2,1
ZNF76,SMAD1,0
CTNNB1,PSMD6,0
NR1H3,TET2,0
TET1,VTA1,0
SMC1A,SLC25A36,1
SP4,ZBTB45,1
EOMES,SLC25A4,0
KDM3A,MLLT3,0
AFF1,NUDT15,0
GATA4,PAFAH2,1
WRNIP1,MIA3,0
ZNF76,RABGAP1L,0
TET1,WWOX,0
SOX9,PRUNE2,0
EZH2,PHTF2,1
STAT3,ZMPSTE24,1
MAFK,UBB,0
SP1,HSPE1-MOB4,1
CDK12,CCDC150,1
TP53,PAX7,0
NFYC,PBLD,0
TBL1X,STAT1,0
ZNF207,STAT1,1
SMAD4,CTCF,1
MAFK,HEXIM2,0
RBBP5,PLK3,1
FOXN3,NIPBL,0
NFYC,CHD7,0
SP2,TBL3,1
DMAP1,SECISBP2L,1
DNMT3B,AP2B1,0
HNF1B,ZNF785,0
SMAD3,KDM2B,1
MXI1,NUF2,1
KDM5A,KAT5,1
SP4,HSPH1,1
HAND2,WDPCP,1
NR1H3,GATA4,0
GABPA,KDM2B,1
PALB2,NSUN6,0
ZNF207,ZNF331,1
KDM5A,ACCS,0
NR5A2,POLR3B,0
MLLT3,CCDC59,1
ZNF76,NCOA7,0
DNMT3B,EI24,0
CDC73,RPL26,0
ASXL1,GFI1B,0
CDC73,GTF2H2C,0
SNAI2,BANP,1
TAF7,KLF4,0
BACH1,SNAI2,0
CTBP2,FOXM1,0
JUND,RPL27,1
KDM3A,KIF22,1
AR,NR1H3,1
RUVBL1,ZER1,0
NANOG,AQR,1
RYBP,CHD7,0
POU5F1,GBA,1
TAF2,ZFP42,0
RAD21,PPIH,1
MLLT3,EYA1,0
DMAP1,PCGF1,1
