Name.TF,Name.Target,label
Kat2a,Tet3,0
Rcor2,Ppp3ca,0
Tead1,Cdh10,0
Maff,Nos1ap,0
Erf,Dpysl2,0
Spib,Pacs2,0
Mlxipl,C1ql3,0
Pax8,Prkce,0
Gli2,Tmod1,0
Pax6,Etv4,0
Gbx2,Sox8,0
Shox2,Hoxb13,0
Hoxa5,Nova1,0
Nfyb,Fbxw7,0
Msx1,Crb3,0
Mafg,Clptm1l,0
Hoxd13,Rgs7,0
Sall1,Zfp518b,0
Cebpd,Npr3,0
Ahr,Zcchc24,0
Hoxb8,Gdf6,0
Wt1,Pdzrn4,0
Gli3,Chd7,0
Tcf7l2,Msx2,0
Prdm5,Klf5,0
Gli3,Per2,0
Nkx2-1,Vgll3,0
Lmx1b,Sfrp2,0
Elf3,Rel,0
Six4,Gdf10,0
Zbtb7a,Irx3,0
Tcf4,Tulp4,0
Thrb,Plec,0
Mafg,Nme2,0
Zbtb33,Kcnip2,0
Kdm5b,Qser1,0
Mlxipl,Srsf12,0
Plagl1,Dbndd2,0
Hoxb3,Aldh1a3,0
Sin3b,Fam131b,0
Snai2,Dbn1,0
Hoxd13,Insm1,0
Cbfb,Mpp3,0
Mafg,Srgap3,0
Cbx8,Tead2,0
Hoxc8,Hoxd8,0
Trp73,Tagln2,0
Cux2,Peg3,0
Trp73,Snai1,0
Foxp2,Kcnn2,0
Pgr,Ttc7b,0
Pparg,Rel,0
Nr6a1,Cdc42bpa,0
Grhl2,Col5a2,0
Mllt3,Polr3e,0
Kdm5a,Cdh10,0
Lmnb1,Zbtb34,0
Wdr5,Cap1,0
Trp63,Gramd1a,0
Zic1,Nipbl,0
Skil,Prdm6,0
Pknox1,Nrcam,0
Hnrnpk,Pde2a,0
Irx3,Smad7,0
Hivep2,Igfbp5,0
Twist2,Rel,0
Gli1,Ier5l,0
Stat5a,Slitrk6,0
Nr1h2,Stau2,0
Cbx8,Lin28a,0
Emx2,Jun,0
Pbx1,Wnt7a,0
Irf9,Tsc22d3,0
Setdb1,Adcy1,0
E4f1,Ntn4,0
Sin3b,Chpf,0
Ybx1,St8sia2,0
Mybl2,Rspo2,0
Lmx1b,Glipr2,0
Pias3,Stard10,0
Maff,Kirrel2,0
Foxg1,Zmat4,0
Ovol2,Hspe1,0
Dmap1,Erc2,0
Etv1,Mfsd6,0
Rel,Bbx,0
Zbtb33,Coch,0
Elf4,Vezt,0
Nfe2,Mybpc1,0
Tcf4,Espn,0
Pias3,Cdca2,0
Hoxa13,Fam53b,0
Plagl1,Dio3,0
Nr2f1,Gpbp1,0
Kdm5a,Bnc1,0
Smad6,Scarf2,0
Klf5,Zcchc24,0
Pou2f3,Dlx6,0
Pax3,Enah,0
Foxh1,Slc44a3,0
Cited2,Ube2e3,0
Spib,Gad1,0
Tgfb1i1,Mip,0
Meox1,Cbln1,0
Irf9,Col4a1,0
Hand2,Slc39a7,0
Rarg,Cd37,0
Nrip1,Tgfbrap1,0
Trp73,Eln,0
Nr1h2,Ermn,0
Hoxc8,Etv6,0
Ezh2,Ralyl,0
Rxrg,Zmiz1,0
Trp73,Hoxa10,0
Atf3,Clstn2,0
E4f1,Smad7,0
Rora,Phf13,0
Arnt2,Tead2,0
Pbx2,Pdzk1,0
Pou2f3,Ggt7,0
Med12,Cndp2,0
Hoxa11,Lypd4,0
Ebf1,Vsx2,0
Mybl2,Fhod1,0
Bhlhe41,Dram1,0
Sox4,Csk,0
Ets2,S100pbp,0
Tbx6,Kcnh3,0
Pknox1,Cdk17,0
Dppa2,Zc3h12a,0
Rarb,Ext1,0
Pou1f1,Ganab,0
Zeb1,Hnrnpab,0
Sox7,Mpp3,0
Twist2,Foxred1,0
Smad7,Ptprm,0
Irf4,Shc3,0
Bmi1,Tgfbr2,0
Dpy30,Tnfaip6,0
Pax6,Sfmbt1,0
Barx1,Tgfb1i1,0
Hif1a,Dbn1,0
Nr4a3,Eif2a,0
Etv1,Matr3,0
Bach1,Mreg,0
Hmgb2,G3bp2,0
Kat5,Klhl29,0
Barx2,Fndc1,0
Srebf2,Asxl3,0
Hoxa13,Spred1,0
Hic1,Hrh2,0
Meox1,Rab22a,0
Gata3,Slc35f1,0
Tbx5,Hoxc4,0
Tgfb1i1,H19,0
Nfatc1,Cbx8,0
Mixl1,Rgs7,0
Zic2,Jam2,0
Plag1,Fbn1,0
Sox7,Pcolce,0
Nfatc4,Rnf26,0
Smad1,Capn6,0
Mafg,Fut9,0
Atf6,Lrrfip1,0
Hhex,Lgi2,0
Hoxc13,Nat8l,0
Foxk1,Hmga2,0
Tead2,Atxn1,0
Bhlhe41,Gnptab,0
Nfe2l2,Col23a1,0
Bhlhe41,Pax6,0
Mtf1,Erbb3,0
Grhl2,Dlx3,0
Trp63,Coch,0
Nr3c2,Foxc1,0
Pgr,Zfp518b,0
Atf4,Tcf15,0
Sox11,Trpc4ap,0
Foxp1,Spns3,0
Maff,Crtac1,0
Prdm14,Tuba1a,0
Sox11,Pknox2,0
Nfe2,Prdm6,0
Zfpm1,Fzd10,0
Hoxa1,Coro1c,0
Hlf,Ptms,0
Hoxa3,Srgap3,0
Gbx2,Lmo2,0
Tbx20,Sorcs2,0
Pbx2,Pip4k2b,0
Cbfb,Sobp,0
Hoxc9,Larp4b,0
Insm1,Mme,0
Tbl1x,Ebf1,0
E2f2,Hnrnpa3,0
Sox13,Klf13,0
Plag1,Hdac7,0
Maf,Dbndd2,0
Hoxc9,Tet2,0
Lmx1b,Pde8a,0
Fosl1,Ccdc106,0
Foxh1,Rapgef3,0
Nfat5,Habp2,0
Egr1,Casq1,0
Elk3,Gpc3,0
Foxk1,Sall4,0
Klf15,Egfl6,0
Irf1,Akap1,0
Nfatc4,Megf11,0
Wwtr1,Ptprf,0
Sap30,Ets1,0
Pitx2,Cga,0
Klf3,Slc28a1,0
Nrip1,Lrrn3,0
Cux1,Dpf3,0
Ahr,Tcta,0
Zbtb33,Slc22a4,0
Ovol2,Rab11fip5,0
Gata6,Bud13,0
Hoxb3,Ltbr,0
Klf2,Ino80,0
Rcor1,Camk2b,0
Vsx2,Cxcl14,0
Pax8,Wnt9a,0
Hoxb4,Fxyd1,0
Zic3,Chtf8,0
Zbtb33,Mapt,0
Nfatc1,Slc22a15,0
Cited2,Cdc14a,0
Rcor1,Ptprb,0
Hoxa3,Scn3a,0
Nr0b1,Dpp4,0
Lmx1b,Lgi1,0
Sox6,Klhl24,0
Six6,Mbtd1,0
Six2,Spic,0
Erg,Fut9,0
Pou2f2,Dach1,0
Dnmt3b,Cnr1,0
Gli3,G3bp2,0
Tbx20,Tie1,0
Tead2,Zic1,0
Nfat5,Ssbp3,0
Rcor1,Nr0b1,0
Pax9,Slc39a8,0
Six3,Nat8l,0
Bach2,Lin28a,0
Tef,Rab11fip5,0
Kdm5b,Cdh20,0
Atf2,Dpp4,0
Nfe2l2,Fjx1,0
Ovol2,Btg1,0
Hmga2,Cdk4,0
Meox1,Mobp,0
Egr2,Prkg2,0
Pknox1,Ubr5,0
Smad6,Frmd4a,0
Hdac2,Spib,0
Foxg1,Hoxb9,0
Prdm14,Rims2,0
Pax5,Kctd1,0
Cited2,Syt6,0
Max,Lin28a,0
Jdp2,Ifng,0
Mixl1,Dap3,0
Kat2a,Tgfbr2,0
Jdp2,Sipa1l1,0
Grhl2,Serbp1,0
Ddit3,Prkaca,0
Tbx6,Tgm3,0
Sertad1,Elovl2,0
Bcl6,Smad4,0
Pou3f2,Apln,0
E2f3,Kit,0
Zfpm1,Sema5b,0
Elf4,Cadm3,0
Irx3,Chd4,0
Sox4,Ptprt,0
Ddit3,Speg,0
Bcl6b,Ism1,0
Foxp1,Capn2,0
Sertad1,Creb3,0
Irf9,Akap1,0
Tcf4,Cenpb,0
Tgif1,Hmgn2,0
Pax1,Slitrk6,0
Atf3,Ttc7b,0
Pou4f1,Map3k12,0
Hoxb4,Dlg1,0
Ovol1,Nova2,0
Smad6,Kcnk2,0
Meox1,Prickle2,0
Pax6,Nhs,0
Tead2,Nrcam,0
Usf2,Jam2,0
Hoxa3,Krtcap2,0
Mixl1,Cntrob,0
Aff3,Ngef,0
Six1,Midn,0
Lin28a,Cdv3,0
Meis2,Pou3f3,0
Kdm5b,Phc2,0
Smarca2,Cadm2,0
Mybl2,Gata3,0
Sim2,Dchs1,0
Mlxipl,Mapre2,0
Tcf7l2,Tead2,0
Mycn,Parp14,0
Bcl3,Cmtm4,0
Cux2,Sipa1l1,0
Pou2f2,Erf,0
Hoxb8,Xkr5,0
Esr2,Il1rapl1,0
Id1,Kcnh5,0
Trp73,Kat2a,0
Hmgb2,Mreg,0
Barx2,Arhgap29,0
Atf6,Lmcd1,0
Taf1,Lhx2,0
Ehf,Slc4a3,0
Rbpj,Elovl2,0
Rfx2,Heg1,0
Pitx1,Slc6a14,0
Onecut2,Slc9a2,0
Kat5,Nos1ap,0
Insm1,Dram1,0
Erg,Flrt1,0
Zbtb33,Ddit3,0
Mtf1,Lasp1,0
Bcl6b,Setd5,0
Maff,Glra2,0
Gli2,Tox,0
Kat2a,Camk2b,0
Dlx3,Bend5,0
Egr2,Irs2,0
Pax1,Cldn15,0
Gata2,Sox30,0
Cbx8,Dlx5,0
Atf2,Slc22a15,0
Hoxd13,Klf4,0
Six6,Pcdh7,0
Id1,Eif4ebp1,0
Cdx1,Yes1,0
Lhx2,Spats2l,0
Cbfa2t3,Ppp1r1a,0
Hoxa11,Mecom,0
Sin3b,Camk1d,0
Xbp1,Nr2f1,0
Foxc1,Ilf3,0
Hes1,Scube1,0
Wwtr1,Tgfb1i1,0
Hlf,Skil,0
Fosl2,Rtf1,0
Nfatc4,Mtch2,0
Hivep2,Ddit3,0
Pax6,Fam131c,0
Hoxa4,Cacnb3,0
Gadd45a,Smtnl1,0
Sox5,Prpf3,0
Etv4,Dpy19l1,0
Tbx5,Hoxb7,0
Skil,Lef1,0
Klf10,Pigv,0
Pax3,Pstpip2,0
Pou3f3,Hormad2,0
Ahr,Jph1,0
Cebpd,Gdf6,0
Cbfa2t3,Heph,0
Sox6,Mark2,0
Myb,Etv5,0
Nfyb,Prrt3,0
Dppa2,Fzd5,0
Ahr,Ybx1,0
Sox8,St6galnac5,0
Bach2,Gli3,0
Pou4f1,Glipr2,0
Aire,Pde11a,0
Rb1,Shmt1,0
Cited2,Negr1,0
Six3,Nsmaf,0
Hoxb4,Ipo7,0
Elf3,Midn,0
Hhex,Rfx4,0
Jund,Lrp5,0
Pou1f1,Foxj1,0
Hmgb2,Ildr2,0
Ddit3,Elovl5,0
Pax6,Ubqln4,0
Dnmt3b,Phox2a,0
Ovol1,Sox2,0
Zfpm1,Mitf,0
Foxj3,Mreg,0
Tead2,Tox,0
Mafb,Spata6,0
Hesx1,Sim2,0
Pou2f2,Kank4,0
Ubtf,Pik3c2b,0
Sertad1,Nefm,0
Pura,Cobl,0
Plagl1,Pou3f2,0
Tcf7l2,Stx11,0
Sap30,Prox1,0
Ascl2,Irx1,0
Sp4,Mcf2,0
Foxh1,Tcf7l2,0
Lhx2,Krt8,0
Bmi1,Ube2b,0
Lmo2,Sema3c,0
Egr2,Cxcl16,0
Hoxc8,Prrx2,0
Srf,Cnr1,0
Fosb,Vcp,0
Six1,Cxcl16,0
Arnt2,Fgf17,0
Id1,Kng2,0
Taf12,Pde4b,0
Rel,Foxc2,0
Nfe2,Fmnl2,0
Rarb,Tac2,0
Wt1,Kcnc1,0
Hoxc8,Slitrk4,0
Tcf7l2,Clstn2,0
Hic1,Alx1,0
Myb,Chpf2,0
Hoxb4,Dlgap3,0
Ahr,Xkr4,0
Chd4,Hrh2,0
Vsx2,Ube2k,0
Ciita,Elmo1,0
Usf1,Trps1,0
Nacc1,Hoxd8,0
Gadd45a,Tpm2,0
Mybl2,Cyp26a1,0
Fosb,Mgll,0
Ctnnb1,Mt4,0
Twist2,Hspa4l,0
Ddx5,Klhl29,0
Cbx8,Lmx1b,0
Nfe2,Smarcd3,0
Gbx2,Gramd1a,0
Pax9,Zmiz1,0
Id1,Irs1,0
Aire,Nap1l1,0
Dmrt1,Srsf12,0
Zfx,Nfkbiz,0
Hoxd13,Hsp90ab1,0
Kat2a,Tie1,0
Pitx2,Cxxc4,0
Atf2,Sgsm2,0
Nfyc,Slc9a7,0
Nfyb,Celf3,0
Sertad1,Hspbap1,0
Pax5,Lmx1b,0
Cited2,Clstn2,0
Mybl2,Lrfn1,0
Nfe2,Rspo2,0
Pknox1,Tax1bp3,0
Pax8,Id2,0
Phc1,Prkar1b,0
Id1,Ror2,0
Pias3,Tuft1,0
Dlx3,Myh9,0
Gbx2,Scamp1,0
Tead1,Nog,0
Dlx2,Prdm6,0
Egr1,Prmt8,0
Klf10,Ext1,0
Ctnnb1,Dlgap1,0
Irf8,Osbpl6,0
Snai2,Gm14137,0
Meox1,Ralyl,0
Hoxa9,Cdc14a,0
Fosb,Dido1,0
Smad9,Itpka,0
Sox8,Slc6a14,0
Irx3,Asxl3,0
Plag1,Elmo1,0
Smad9,Dag1,0
Sall4,Tnfrsf11a,0
Cux2,Matr3,0
Hoxa4,Nphs1,0
Med12,Apln,0
Dmap1,Nr2e1,0
Kat2a,Hnf4a,0
Irf3,Adamtsl1,0
Dlx5,Atxn7l3,0
Aire,Tpm4,0
Rfx2,Slc9a2,0
Dbp,Ddit3,0
Nfe2l2,Gria3,0
Tead1,Cdh17,0
E2f1,Nphs1,0
Id3,Perp,0
Hhex,Rcan2,0
Etv1,Schip1,0
Gli1,Acta1,0
Rcor2,Pias3,0
E2f1,Slc28a1,0
Nfic,Hmbox1,0
Irf3,Smo,0
Arntl,Bcl11b,0
Sox4,Nckap5,0
Dlx2,Fgf20,0
Ddx5,Nck2,0
Stat3,Sdc3,0
Aire,Rai14,0
Nfe2l1,Prrt3,0
Pou1f1,Cdv3,0
Phc1,Dpysl2,0
Hmga2,Sms,0
Tbx20,Efemp2,0
Hoxb5,Pcdh10,0
Hoxa1,Irf1,0
Hoxc10,Met,0
Aff3,Glra2,0
En1,Clptm1l,0
Sap30,Arap1,0
Hes1,Sox4,0
Hoxc13,Csk,0
Hivep2,Serpine2,0
Skil,Crb3,0
Foxc1,Jph4,0
Elf3,Bcl3,0
Hoxd13,Sh3pxd2a,0
Pbx2,Smyd1,0
Hic1,Scube1,0
Smad9,Mtf2,0
Irf5,Mark1,0
Pitx2,Ppp1r8,0
Hnf4a,Npr3,0
Tbx20,Btbd11,0
Klf2,Hoxd8,0
Mixl1,Hs6st2,0
Smad9,Lrrn1,0
Zscan10,Wsb1,0
Hoxa3,Ppp3ca,0
Prdm14,Nipbl,0
Nr4a2,Prkaca,0
Maff,Uck2,0
Twist2,Egr3,0
Dlx3,Enox1,0
Sim2,Lrrn2,0
Gbx2,Cnn2,0
Cited2,Slc22a15,0
Sox30,Dlgap3,0
Ets2,Cenpb,0
E4f1,Ube2v1,0
Vax2,Klf9,0
Hoxd13,Mreg,0
Thrb,Mpp3,0
Sox6,Plxna4,0
Prrx2,Phf19,0
Id1,Rb1,0
Plagl1,Npy,0
Klf2,Pecam1,0
Hoxb4,Ypel2,0
Hmgb2,Ubr5,0
Kat5,Igf2bp1,0
Gli3,Rbpms2,0
Arid1a,Bap1,0
Snai2,Klf13,0
Meis2,Ptp4a3,0
Mixl1,Nab1,0
Msx1,Mamld1,0
Elk3,Cpeb2,0
Pknox1,Kdm3b,0
Pou2f2,Fjx1,0
Elf3,Nr1d1,0
En1,Nutf2,0
Lmnb1,Tie1,0
Irx3,Aatf,0
Trp73,Bcl9l,0
Mef2c,Reps2,0
Atrx,P4htm,0
Hoxd11,Tuba1a,0
Zbtb33,Podxl,0
Barx1,Sorcs1,0
Sin3b,Cxcl14,0
Pou3f1,Peg3,0
Nr4a3,Angpt2,0
Hoxc10,Cxcl16,0
Epas1,Cxcl16,0
Xbp1,Zfx,0
Foxh1,Ndufa4l2,0
Hivep2,Kcnmb4,0
Mitf,Hand2,0
Nfatc4,Vcl,0
Mycn,Tshz1,0
Atf3,Sfrp1,0
Hoxa3,Egr2,0
Hoxa11,Mgat3,0
Cebpd,Ehmt2,0
Gli2,Ankrd28,0
Nrf1,Zfp521,0
Meox1,Zbtb10,0
Pbx2,Rab34,0
Nr4a2,Cyr61,0
Dbp,Tuft1,0
Rxrg,Mapre2,0
Nfatc1,Rdh10,0
Arid1a,Sgk1,0
Clock,Calb2,0
Spib,Peg3,0
Tcf4,Zeb2,0
Ctnnb1,Itpr3,0
Atf6,Pitx2,0
Pbx2,Cbfa2t2,0
Klf5,Acsl3,0
Purb,Prmt8,0
Pax5,Hoxa4,0
Ddit3,Pola1,0
Prdm14,Smo,0
Rbpj,Ppp1r13b,0
Etv1,Slc35f4,0
Taf1,Lck,0
Pou4f1,Fign,0
Irx3,Sfn,0
Nkx2-1,Igdcc4,0
Kdm3a,Capn6,0
Med1,Cga,0
Kat2a,Tmem108,0
Nr2f1,Has2,0
Egr2,Crtac1,0
Foxg1,Nab1,0
Pknox1,Tbx20,0
Ar,Srrm4,0
Mafg,Pappa,0
Hivep2,Lhx2,0
Etv1,Rbbp7,0
Rcor2,Pfn2,0
Pml,Meox1,0
Hnrnpk,Setbp1,0
Pax1,Krt17,0
Plagl1,Lypla2,0
Snai2,Setd5,0
Phc1,Nlgn3,0
Onecut2,Cplx2,0
Nupr1,Zbtb34,0
Hes1,Pcdh17,0
Insm1,Ilf3,0
Pax3,Cnpy1,0
Hoxa10,Zic1,0
Nupr1,Hoxa1,0
Etv4,Foxc1,0
Irx3,Slit2,0
Vdr,Adcy2,0
Pitx1,Hhip,0
E4f1,Pex1,0
Gli2,Ifng,0
Hoxa9,Krt8,0
Hif1a,Rbm47,0
Atf4,Nefm,0
Prdm1,Glod5,0
Gtf3c1,Klhl29,0
Sall1,Spata6,0
Epas1,Isx,0
Ciita,Lrrn1,0
Foxp1,Hmgn5,0
Meis2,Bahcc1,0
Foxg1,Ralyl,0
Nfe2l1,Bcl11b,0
Btaf1,Glud1,0
Pax3,Rara,0
Smarca2,Usp2,0
Hivep2,Unc13a,0
Nkx2-1,Zfp518b,0
Msx2,Klf3,0
Myb,Map3k8,0
Hoxb4,Gna14,0
Hoxa3,Kif21b,0
Mtf2,Csrp1,0
Wwtr1,Fbxo11,0
Nfe2,Sgsm2,0
Sox30,Brsk2,0
Elk3,Egr2,0
Zfpm1,Rapgef4,0
Nfyc,Cstad,0
Foxj3,Reps2,0
Aff3,Gm14137,0
Pou4f1,Stim2,0
Creb1,Sostdc1,0
Etv1,Csk,0
Hoxb8,Ddah2,0
Aire,Stau2,0
Hic1,Itga3,0
Nrf1,Kcnmb4,0
Rfx2,Igf2,0
Erf,Socs3,0
Six2,Prrx2,0
Rad21,Ndufa4l2,0
Ctnnb1,Sdc3,0
Nr3c2,Pou5f1,0
Gata3,Bmp4,0
Barx1,Abi3bp,0
Ctnnb1,Ifng,0
Dbp,Zcchc24,0
Ybx1,Shroom4,0
Myb,Ndufa4l2,0
En1,Dmrta2,0
Eomes,Esrrb,0
Foxc1,Fam13a,0
Pax9,Casz1,0
Hlf,Il4,0
Hnrnpk,Gna14,0
Jdp2,Fbxw7,0
Tgfb1i1,Ctnna1,0
Nrip1,Rgs8,0
Maff,Apbb1ip,0
Plag1,Txnip,0
Hoxa13,Nova2,0
Rel,Efemp2,0
Nfatc4,Prrx1,0
Foxj3,Tmem25,0
Stat4,Pou3f2,0
Irf9,Alpl,0
Mafg,Ivns1abp,0
Hoxb4,Fli1,0
Trp63,Dyrk1a,0
Nfe2,Hoxc4,0
Hnf1a,Frat1,0
Thrb,Ppp3ca,0
Parp1,Gdf6,0
Dnmt3b,Adrb1,0
Pias3,Gpc1,0
Pml,Sh3pxd2a,0
Rel,Per2,0
Nfatc2,Gad1,0
Tead2,Cacnb2,0
Gtf3c1,Hoxd3,0
Skil,Gnaq,0
Epas1,Hoxd3,0
Hoxa13,Prpf19,0
Mtf1,Chsy1,0
Irf5,Cryab,0
Sox13,Ttc7b,0
Pgr,Srf,0
Mllt3,Esrp1,0
Nr0b1,Tll1,0
Atrx,Pea15a,0
Nr4a2,Gnas,0
Trp73,Ebf4,0
Rxrg,Sez6,0
Sall4,Prrx1,0
Egr1,Mllt3,0
Ikzf2,Nab1,0
Aff3,Prrx1,0
Zscan10,Ubl7,0
Sin3b,Sdk1,0
Insm1,Ubr3,0
Hoxa4,Dido1,0
Irf3,Cd63,0
Irx3,Cmtm4,0
Eed,Lrrn3,0
Zfp57,Lancl3,0
Zbtb33,Fgf11,0
Smad3,Sh3tc2,0
Zfp423,Tnfrsf11a,0
Satb1,Scd2,0
Dlx5,Pax3,0
Bmi1,Hmgn5,0
Ncoa2,Osm,0
Irx3,Cpeb3,0
Mafb,Srgap3,0
Rarg,Ltbr,0
Trp73,Csnk1g2,0
Kat5,St8sia2,0
Fosl2,Acta2,0
Btaf1,Svep1,0
Plagl1,Prmt8,0
Hoxa13,Itpr3,0
Kdm5a,Crmp1,0
Hoxa11,Kctd10,0
Tcf3,Tmem132d,0
Pax3,Crtac1,0
Pitx2,Dynll2,0
Kdm5a,Mybpc1,0
Ddit3,Fjx1,0
Mixl1,Tmem108,0
Foxp2,Efna1,0
Sim2,Gata6,0
Myb,Ybx1,0
Pbx2,Vim,0
Mllt3,Baz1a,0
Pax3,Brd1,0
Smarca2,Dixdc1,0
Nfe2l1,Syt9,0
Rest,Nnat,0
Bach1,Trpm3,0
E4f1,Ctcf,0
Pou1f1,Abi3bp,0
Tbp,Kcnq2,0
Maf,Cfl1,0
Hoxa1,Chrnb2,0
Etv5,Arf5,0
Ddit3,Glis3,0
Bhlhe40,Adcyap1r1,0
Hoxa3,Rfx4,0
Nrip1,Lrrc41,0
Plagl1,Pde1b,0
Zic1,Sfn,0
Foxp3,Cabp7,0
Foxk1,Cga,0
Rest,C1ql3,0
Irf2,St8sia4,0
Mxi1,Sp9,0
Runx1t1,Slc17a9,0
Sertad1,Gabra3,0
Cux1,Ergic3,0
Phc1,Vat1l,0
Irf9,Col13a1,0
Prdm5,Ubap2l,0
Barx2,Rufy3,0
Atf2,She,0
Hesx1,Polr3e,0
Nr3c2,Frat1,0
Foxh1,Cabp4,0
Eomes,Hoxa5,0
Mllt3,Rasip1,0
Sin3b,Pitpna,0
Hmgb2,Spsb4,0
Fos,Lrrn2,0
Mixl1,Cdc14a,0
Parp1,Egr3,0
Nfatc4,Cldn7,0
Xbp1,Slc4a3,0
Bhlhe40,Nnat,0
Pbx2,Vav3,0
Tgfb1i1,Ranbp9,0
Tcf4,Tox,0
Hoxc10,Lsm14a,0
Lmx1b,Chrnb2,0
Rcor1,Ptp4a3,0
Irf2,Vezt,0
Ovol2,Stk10,0
Nfe2,Ndufa4l2,0
Hoxa10,Gna13,0
Hoxa5,Alpl,0
Ybx1,Trim8,0
Pou4f1,Cdh10,0
Id1,Frs3,0
Bhlhe41,Nrip1,0
Hoxd13,Met,0
Sim2,Ctgf,0
Elf1,Lox,0
Zscan10,Tead3,0
Rarg,Zic3,0
Dmrt1,Met,0
Nfil3,Trip4,0
Hesx1,Hoxb5,0
Pou1f1,Pigv,0
Hmga2,Grb10,0
Sall1,Stag2,0
Klf5,Il7,0
Gtf3c1,Myh10,0
Elf4,Hoxc8,0
Foxg1,Gdf10,0
Pbx2,Btbd11,0
Nfatc4,Pik3r1,0
Wdr5,Casq1,0
Sall4,Ext1,0
Zbtb7a,Mamld1,0
Sin3b,Meox2,0
Sall4,Acta1,0
Tcf7l2,Gnai2,0
Dlx3,Pard3b,0
Pknox1,Has2,0
Hlf,Adrb1,0
Hoxa4,Mip,0
Tead1,Adcyap1r1,0
Sox30,Unc80,0
Hnf1a,Habp2,0
E2f1,Nsg2,0
Zbtb7a,Fmnl1,0
Bcl3,Tcf7l2,0
Pou2f2,Mov10,0
Pbx2,Zswim5,0
Runx1t1,Angpt2,0
E2f1,Grhl2,0
Hoxa4,Ppp3ca,0
Dmap1,Lypd4,0
Gli1,Nle1,0
Dlx3,Gdf5,0
Sin3b,Hoxb6,0
Gbx2,Stk10,0
Gadd45a,Smyd1,0
Eed,Scube1,0
Atf7,Arap1,0
Irx3,Stat3,0
Pitx2,Lhx2,0
Mtf1,Tax1bp3,0
E4f1,Bud13,0
Lmx1b,Plekha2,0
Foxp1,Hoxb3,0
Otx2,Erc2,0
Hoxc13,Dner,0
Pou2f2,Pth1r,0
Hoxc13,Gabra2,0
Hoxb4,Eif4g1,0
Elf3,Ppp3cb,0
Atf4,Actn1,0
Parp1,Plxnc1,0
Zfp57,Myb,0
Cbx8,Tox3,0
Nfe2l2,Snx2,0
Gata3,Ppp2r2b,0
Dbp,Rfx2,0
Snai2,Lin28a,0
Nkx2-1,Sim2,0
Hoxa11,Ppp2r3a,0
Gata6,Arf5,0
Ovol2,Ube2v1,0
Nr1h2,Pcdh7,0
Sox7,Snd1,0
Elk1,Usp2,0
Atf2,Pabpc1,0
Ahr,Kctd1,0
Nipbl,Rai2,0
Hoxb3,Slitrk4,0
Mafg,Lmx1a,0
Nr1h2,Mapk6,0
Pax3,Trim66,0
Lmx1b,Rab12,0
Gli1,Hoxb8,0
Etv4,Lrp5,0
Dmtf1,Cnpy1,0
Etv1,Plxna4,0
Gli3,Igfbp5,0
Nr2f1,Nol4,0
Rxrg,Sorbs1,0
Tbp,Itga10,0
Tcf4,Nrip1,0
Sox13,Nfatc1,0
Foxc1,Tnfaip6,0
Ikzf2,Slc15a1,0
Prrx2,Lhx2,0
Vax2,Npy,0
Lmx1b,Wwtr1,0
Elk1,Klhl24,0
Irf5,L3mbtl3,0
Tgfb1i1,Cacna1a,0
Rest,Tes,0
Dmtf1,Eno3,0
Pura,Hspd1,0
Atf4,Fzd2,0
Hoxc8,Pkp4,0
Lmo2,Trpm3,0
Nfe2l1,Shoc2,0
Smad6,Rbm39,0
Prdm5,Has2,0
Ciita,Egr3,0
Xbp1,Rab1b,0
Nfat5,Cntn6,0
Gadd45a,Gprc5b,0
Ybx1,Mmd,0
Skil,Gabre,0
Irx3,St6galnac5,0
Hoxa4,Lrrfip1,0
Kat2a,Dach1,0
Hoxa2,Scn3a,0
Hdac2,Sst,0
Sall4,Vcl,0
Smad7,Zeb2,0
Usf2,C1ql3,0
Sap30,Xrcc6,0
Sox9,Pstpip2,0
Bach1,D930048N14Rik,0
Sp4,Pfn2,0
Dpy30,Syt6,0
Tgfb1i1,Uchl5,0
Hesx1,Anks1b,0
Dnmt3b,Foxq1,0
Trp63,Hmga2,0
Six6,Prelp,0
Nr2f1,Sipa1l1,0
Sox5,Ckmt1,0
Smarca2,Gdf11,0
Jund,Slc15a1,0
Brca1,Ctnnd1,0
Hoxc10,Elmo3,0
Esr2,Egr3,0
Sap30,Anp32e,0
Dmap1,Phf21a,0
Onecut2,Ssbp2,0
Bhlhe40,Cxcl16,0
Irf2,Grik3,0
Esr2,Camkv,0
Runx1t1,Fam193b,0
Hesx1,Cmtm4,0
Max,Il7,0
Elf4,Lancl3,0
Ar,Ap1s1,0
Bhlhe41,Lingo2,0
Mtf2,Akt3,0
Hoxc9,Elavl2,0
Nr3c2,Axin2,0
Elk3,Tox3,0
Rcor2,Ankrd11,0
Runx1,Pappa,0
Pax8,Efnb3,0
Sox11,Isx,0
Ovol1,Mal2,0
Tbx6,Arap1,0
Cdx1,Setbp1,0
Mxi1,Zbtb25,0
Klf2,Tnfrsf11a,0
Rarg,Taf15,0
Stat1,Cdh20,0
Pgr,Tcerg1l,0
Ncoa2,Nrk,0
Pias3,Glis3,0
Nacc1,Hmga2,0
Elk3,Tbx4,0
Cebpd,Stk4,0
Six4,Flii,0
Sox11,Tgm3,0
Dmtf1,Ndrg1,0
Hoxc13,Mcf2,0
Cdx1,Sema4a,0
Pml,Lemd1,0
Mafb,Chsy1,0
