tf,gene,label
Klf4,Dyrk2,1
Klf4,Flt1,1
Klf4,Hlf,1
Klf4,Srf,1
Klf4,Eln,1
Klf4,Mier1,1
Klf4,Dll1,1
Klf4,Csf3r,1
Klf4,Ankrd52,0
Klf4,Egr3,1
Klf4,Zfp385b,1
Klf4,Itpr3,1
Klf4,Kcnt2,1
Klf4,Slc4a3,1
Klf4,Lgi2,1
Klf4,Slc25a12,1
Klf4,Habp2,1
Klf4,Elovl5,0
Klf4,Sorcs1,1
Klf4,Sfn,1
Klf4,B230319C09Rik,1
Klf4,Fam46a,1
Klf4,Speg,1
Klf4,Pcbp4,1
Klf4,Hrh2,1
Klf4,Adora1,1
Klf4,4430402I18Rik,1
Klf4,Zfp516,1
Klf4,Ptp4a2,1
Klf4,Myh10,1
Klf4,Tex14,1
Klf4,2810403D21Rik,1
Klf4,Tmeff1,1
Klf4,Ism1,1
Klf4,Pls3,1
Klf4,Ptgs2,1
Klf4,Zfand3,1
Klf4,Map3k3,1
Klf4,Dlg1,1
Klf4,Actn1,1
Klf4,Traf3,1
Klf4,Fhod1,1
Klf4,Onecut3,1
Klf4,Pou5f1,1
Klf4,Rbpj,1
Klf4,Traf4,1
Klf4,Cdyl,1
Klf4,Copz2,1
Klf4,Nos1ap,1
Klf4,Fhl1,1
Klf4,Ets1,1
Klf4,Lrrn2,1
Klf4,Pmepa1,1
Klf4,Dbndd2,1
Klf4,2610203C20Rik,1
Klf4,Adamts14,1
Klf4,Rap1b,1
Klf4,Ctbp2,1
Klf4,Elmo1,1
Klf4,Bcl3,1
Klf4,Elmo3,1
Klf4,Klhl24,1
Klf4,Chpf,1
Klf4,Brd4,1
Klf4,Tnks,1
Klf4,Zbtb12,1
Klf4,Samd4,1
Klf4,Tspan14,1
Klf4,Rhbdf1,1
Klf4,Mtf2,1
Klf4,Dpf3,1
Klf4,Pdzd2,1
Klf4,Dnmt3a,1
Klf4,Casz1,1
Klf4,Gngt2,1
Klf4,Loxl4,1
Klf4,Ror2,1
Klf4,Shmt1,1
Klf4,Ube4b,1
Klf4,Alpl,1
Klf4,Fndc1,1
Klf4,Rap1gds1,1
Klf4,Cntrob,1
Klf4,9330182L06Rik,1
Klf4,Epha2,1
Klf4,Inpp5a,1
Klf4,Dab1,1
Klf4,Agpat4,1
Klf4,Myl4,1
Klf4,Apbb1ip,1
Klf4,Slc20a2,1
Klf4,Bmp1,1
Klf4,Sorbs1,1
Klf4,Xkr6,1
Klf4,Flnc,1
Klf4,Col4a1,1
Klf4,Kcne1l,1
Klf4,Dsp,1
Klf4,Gna14,1
Klf4,Mapt,1
Klf4,Mast1,1
Klf4,Rcan1,1
Klf4,Hes1,1
Klf4,Tagln2,1
Klf4,Cpsf4l,1
Klf4,Nlgn3,1
Klf4,Gap43,1
Klf4,Cacnb3,1
Klf4,Cav2,1
Klf4,Ppm1h,1
Klf4,Chtf8,1
Klf4,Rgs7,1
Klf4,Cggbp1,1
Klf4,Hspe1,1
Klf4,Shf,1
Klf4,Sync,1
Klf4,Eif4ebp1,1
Klf4,Fzd7,1
Klf4,Ppp3cb,1
Klf4,Tax1bp3,1
Klf4,Elavl3,1
Klf4,Grin3a,1
Klf4,Nr5a2,1
Klf4,Nptxr,1
Klf4,Efnb1,1
Klf4,Zc3h12a,1
Klf4,Sdk1,1
Klf4,Scd2,1
Klf4,Strn,1
Klf4,Gpm6b,1
Klf4,Ric8b,1
Klf4,Flrt1,1
Klf4,Sppl3,1
Klf4,Creb3,1
Klf4,Itga3,1
Klf4,Mafb,1
Klf4,Ptprj,1
Klf4,Anxa9,1
Klf4,Nav1,1
Klf4,Gfod1,1
Klf4,Tmem200a,1
Klf4,Ptpru,1
Klf4,Adcyap1r1,1
Klf4,Cldn11,1
Klf4,Chml,1
Klf4,Gjb1,1
Klf4,Elovl1,1
Klf4,Rnd3,1
Klf4,Lingo2,1
Klf4,Chsy1,1
Klf4,Glud1,1
Klf4,Zfp710,1
Klf4,Ahnak,1
Klf4,Acvr1,1
Klf4,Grid1,1
Klf4,4930515G01Rik,1
Klf4,Atxn7l1,1
Klf4,Vcp,1
Klf4,Srsf2,1
Klf4,Mmp14,1
Klf4,Cnksr2,1
Klf4,Dag1,1
Klf4,Lhx9,1
Klf4,Tcfl5,1
Klf4,Arhgap6,1
Klf4,Isl1,1
Klf4,Zmym3,1
Klf4,Agap3,1
Klf4,Rab2a,1
Klf4,Slc7a3,1
Klf4,Fam83h,1
Klf4,Tyro3,1
Klf4,Ifng,1
Klf4,Tbx20,1
Klf4,Coch,1
Klf4,Arhgap29,1
Klf4,Dusp3,1
Klf4,Kcna6,1
Klf4,Phf21a,1
Klf4,Nlk,1
Klf4,Ly6h,1
Klf4,Zeb2,1
Klf4,Uck2,1
Klf4,Hoxd3,1
Klf4,Sema3c,1
Klf4,Kcnk3,1
Klf4,Pbx1,1
Klf4,Rasgrf2,1
Klf4,Fbxo11,1
Klf4,Cnpy1,1
Klf4,Qars,1
Klf4,Acsl4,1
Klf4,Crb3,1
Klf4,Rspo3,1
Klf4,St6galnac3,1
Klf4,Gnas,1
Klf4,Ppm1a,1
Klf4,Cbfa2t3,1
Klf4,Slc35f1,1
Klf4,Fzd8,1
Klf4,1700025G04Rik,1
Klf4,Srr,1
Klf4,Phox2a,1
Klf4,Zfp146,1
Klf4,Kcnq2,1
Klf4,Ppp2r2c,1
Klf4,Hnf4a,1
Klf4,Lima1,1
Klf4,Six3os1,1
Klf4,Lrrc8e,1
Klf4,Irx2,1
Klf4,Prrt3,1
Klf4,Tie1,1
Klf4,Onecut2,1
Klf4,Col4a5,1
Klf4,Lrrc41,1
Klf4,Wnt3,1
Klf4,Klf8,1
Klf4,1700034H15Rik,1
Klf4,Prune2,1
Klf4,Samd5,1
Klf4,Appl1,1
Klf4,Kdm3a,1
Klf4,Qser1,1
Klf4,Lgr4,1
Klf4,Meis1,1
Klf4,Vav3,1
Klf4,Fgf11,1
Klf4,Ltbp4,1
Klf4,Hoxa5,1
Klf4,Rai1,1
Klf4,Map4k4,1
Klf4,Sox11,1
Klf4,Kctd10,1
Klf4,Maged2,1
Klf4,Dusp5,1
Klf4,S100pbp,1
Klf4,Syt9,1
Klf4,Flot2,1
Klf4,Phc2,1
Klf4,Jph1,1
Klf4,Pfkfb3,1
Klf4,Ctdsp2,1
Klf4,Otx2,1
Klf4,Igsf1,1
Klf4,Pip4k2b,1
Klf4,Ptprb,1
Klf4,Dpysl3,1
Klf4,Irx5,1
Klf4,Jph2,1
Klf4,Klhdc3,1
Klf4,Dixdc1,1
Klf4,Xkr4,1
Klf4,Gprc5c,1
Klf4,Cpne5,1
Klf4,Gadd45g,1
Klf4,Padi4,1
Klf4,Enah,1
Klf4,Acsl3,1
Klf4,Slitrk5,1
Klf4,Odf2,1
Klf4,Mcf2,1
Klf4,Txnip,1
Klf4,Hipk2,1
Klf4,Frmd4b,1
Klf4,Amfr,1
Klf4,Matr3,1
Klf4,Atxn1l,1
Klf4,Rcan2,1
Klf4,Plec,1
Klf4,Pnck,1
Klf4,Anp32a,1
Klf4,Spib,1
Klf4,Wtip,1
Klf4,Ubox5,1
Klf4,Tug1,1
Klf4,Sorcs2,1
Klf4,Nuak1,1
Klf4,Pdgfa,1
Klf4,Yes1,1
Klf4,Nos3,1
Klf4,Adamts5,1
Klf4,Dennd2a,1
Klf4,Rara,1
Klf4,Plekha2,1
Klf4,Fkbp10,1
Klf4,Rras,1
Klf4,Iqsec2,1
Klf4,Stag2,1
Klf4,Nfkbiz,1
Klf4,Cldn15,1
Klf4,Zdhhc2,1
Klf4,Fam57b,1
Klf4,Slc9a2,1
Klf4,Map3k12,1
Klf4,Bcl7c,1
Klf4,Flii,1
Klf4,Foxred1,1
Klf4,Mtx3,1
Klf4,Rnf38,1
Klf4,Usp7,1
Klf4,Pou3f1,1
Klf4,Cdc42bpb,1
Klf4,Atf2,1
Klf4,Hoxc13,1
Klf4,Capn2,1
Klf4,Chst15,1
Klf4,Dner,1
Klf4,Tbcc,1
Klf4,Caskin1,1
Klf4,Fbn1,1
Klf4,Fjx1,1
Klf4,Atf5,1
Klf4,G3bp2,1
Klf4,Foxc1,1
Klf4,Jph4,1
Klf4,Bsn,1
Klf4,Sik1,1
Klf4,Fzd5,1
Klf4,Prox1,1
Klf4,Rhobtb1,1
Klf4,Jun,1
Klf4,Grip1,1
Klf4,Zswim6,1
Klf4,Pax6,1
Klf4,Mctp1,1
Klf4,Ttc9b,1
Klf4,Gfra1,1
Klf4,Camk2b,1
Klf4,Aplp2,1
Klf4,Pipox,1
Klf4,Pde2a,1
Klf4,Tead1,1
Klf4,Espn,1
Klf4,Hs3st3b1,1
Klf4,Trp63,1
Klf4,Sdc3,1
Klf4,Igsf9,1
Klf4,Fst,1
Klf4,Kank4,1
Klf4,Lin28a,1
Klf4,Wt1,1
Klf4,Eef1d,1
Klf4,Cited2,1
Klf4,Itpka,1
Klf4,Zfp513,1
Klf4,Lpar4,1
Klf4,Cadm3,1
Klf4,Lrrc8d,1
Klf4,Hoxb5,0
Klf4,Emx2os,0
Klf4,Nol4,1
Klf4,Igf2bp1,1
Klf4,Tead3,1
Klf4,Axin2,1
Klf4,Ascc2,1
Klf4,Vegfc,1
Klf4,Slc1a2,1
Klf4,Usp2,1
Klf4,Rnf19b,1
Klf4,Col1a1,1
Klf4,Shc3,1
Klf4,Ptprm,1
Klf4,Mdfi,1
Klf4,Bcl11b,1
Klf4,Polr3e,1
Klf4,Glod5,1
Klf4,Tgfb1i1,1
Klf4,Ilf3,1
Klf4,Runx1t1,1
Klf4,Sgsm2,1
Klf4,Rab22a,1
Klf4,Tbx6,1
Klf4,Anks1b,1
Klf4,Vegfa,1
Klf4,Slc17a6,0
Klf4,Lrp8,1
Klf4,Trh,1
Klf4,Phactr1,1
Klf4,Vsx2,1
Klf4,Glis3,1
Klf4,Btg1,1
Klf4,Gsc,1
Klf4,Cbfa2t2,1
Klf4,Twf2,1
Klf4,Cacna2d3,1
Klf4,Nt5c2,1
Klf4,Nr2f1,1
Klf4,Tac2,1
Klf4,Hoxb13,1
Klf4,Lef1,1
Klf4,Zic3,1
Klf4,Npy,1
Klf4,Camk2n1,1
Klf4,Ccdc80,1
Klf4,Bnc2,1
Klf4,Lmx1a,1
Klf4,Prkag1,1
Klf4,Gnai2,1
Klf4,Gprc5b,1
Klf4,Capn6,1
Klf4,Ldha,1
Klf4,Sez6,1
Klf4,Gbx2,1
Klf4,Tdgf1,1
Klf4,Dap3,1
Klf4,Nr4a1,1
Klf4,Colec12,1
Klf4,Esrrb,1
Klf4,Hhex,1
Klf4,Bcl9l,1
Klf4,Fam84b,1
Klf4,AI314180,1
Klf4,Frs3,1
Klf4,Tbx4,1
Klf4,Srm,1
Klf4,Lasp1,1
Klf4,Irx3,1
Klf4,Prtg,1
Klf4,Gad1,1
Klf4,Rab1b,1
Klf4,Mtch2,1
Klf4,Lrrc4,1
Klf4,Efemp2,1
Klf4,Wnt9a,1
Klf4,Parm1,1
Klf4,Aspscr1,1
Klf4,Ksr2,1
Klf4,Dchs1,1
Klf4,Cpeb3,1
Klf4,Tbx3,1
Klf4,Gpr27,1
Klf4,Pou2f3,1
Klf4,Pabpn1,1
Klf4,Dyrk1a,1
Klf4,Lif,1
Klf4,Fgf18,1
Klf4,Pitx1,1
Klf4,Nova2,1
Klf4,Ypel2,1
Klf4,Slc23a3,1
Klf4,Mrc2,1
Klf4,Bmpr1b,1
Klf4,Cacnb1,1
Klf4,Ckb,1
Klf4,Igfbp5,1
Klf4,Il1rn,1
Klf4,Arl8a,1
Klf4,Ccnd3,1
Klf4,Hs6st2,1
Klf4,Col13a1,1
Klf4,Gata2,1
Klf4,Cap1,1
Klf4,Purb,1
Klf4,Ergic1,1
Klf4,Ptch2,1
Klf4,Hoxb8,1
Klf4,Lctl,1
Klf4,Megf11,1
Klf4,Mfsd6,1
Klf4,Nebl,1
Klf4,Cd63,1
Klf4,Sema3b,1
Klf4,Cyld,1
Klf4,Pcolce,1
Klf4,Sox6,1
Klf4,Lypd6,1
Klf4,Tgfb1,1
Klf4,Pde11a,1
Klf4,Dusp4,1
Klf4,Krt17,1
Klf4,Ppp4r4,1
Klf4,Erbb3,1
Klf4,Kirrel,1
Klf4,Lrp2,1
Klf4,Hdac7,1
Klf4,Fosl2,1
Klf4,Aspa,1
Klf4,Cacna1a,1
Klf4,Mobp,1
Klf4,Tnfrsf11a,1
Klf4,En1,1
Klf4,Galnt13,1
Klf4,Ctdspl,1
Klf4,Phldb1,1
Klf4,Dlg3,1
Klf4,Sh3bp1,1
Klf4,Ckmt1,1
Klf4,Per2,1
Klf4,Rnf165,1
Klf4,Nfib,1
Klf4,Pum2,1
Klf4,Nck2,1
Klf4,Gramd1a,1
Klf4,Dio3,1
Klf4,Atxn10,1
Klf4,Mgat3,1
Klf4,S1pr1,1
Klf4,Pappa,1
Klf4,Sox12,1
Klf4,Krt8,1
Klf4,Prkrir,1
Klf4,Ube2k,1
Klf4,Ccdc129,1
Klf4,Pabpc1,1
Klf4,Pgbd5,1
Klf4,Setd5,1
Klf4,Npr3,1
Klf4,Rab12,1
Klf4,Ttc36,1
Klf4,Fam81a,1
Klf4,Mbtd1,1
Klf4,Tbx15,1
Klf4,Ptms,1
Klf4,Rbms1,1
Klf4,Vgll3,1
Klf4,AI661453,1
Klf4,Sulf1,1
Klf4,Mamld1,1
Klf4,Stx11,1
Klf4,Nle1,1
Klf4,Pex1,1
Klf4,Hsp90ab1,1
Klf4,Rnd2,1
Klf4,Utp14b,1
Klf4,Mov10,1
Klf4,Adamtsl1,1
Klf4,Smarcd3,1
Klf4,Prelp,1
Klf4,Trip4,1
Klf4,Foxo4,1
Klf4,Lhfp,1
Klf4,Pvt1,1
Klf4,Snai1,1
Klf4,Ankrd34a,1
Klf4,Tcea3,1
Klf4,Foxj2,1
Klf4,Gpbp1,1
Klf4,Sik3,1
Klf4,6430550D23Rik,1
Klf4,Ube2d3,1
Klf4,Foxk1,1
Klf4,Ildr1,1
Klf4,Dbn1,1
Klf4,Mbp,1
Klf4,Plcd1,1
Klf4,Nfatc1,1
Klf4,Adm,1
Klf4,Ap1s1,1
Klf4,Lax1,1
Klf4,Tcerg1l,1
Klf4,Eif5a,1
Klf4,Cdkn1c,1
Klf4,Ubl7,1
Klf4,Trpc4,1
Klf4,Pitpna,1
Klf4,Fgfr1,1
Klf4,St3gal1,1
Klf4,Nr6a1,1
Klf4,Tmprss5,1
Klf4,Sh2d4a,1
Klf4,Mtus1,1
Klf4,Ramp2,1
Klf4,Cenpb,1
Klf4,Lrrc1,0
Klf4,Klf5,1
Klf4,Plbd1,1
Klf4,Ndrg1,1
Klf4,Pik3c2b,1
Klf4,Lrriq4,1
Klf4,Tmpo,1
Klf4,Elovl2,1
Klf4,Foxf2,1
Klf4,Sirt1,1
Klf4,Dlx3,1
Klf4,Tmeff2,1
Klf4,Xkr5,1
Klf4,Klf7,1
Klf4,Nostrin,1
Klf4,Gata3,1
Klf4,Trp53i11,1
Klf4,Zfp62,1
Klf4,Bmp4,1
Klf4,Hic1,1
Klf4,Cav1,1
Klf4,Arl4a,1
Klf4,Kctd15,1
Klf4,Skil,1
Klf4,Spata6,1
Klf4,Pip4k2a,1
Klf4,Shoc2,1
Klf4,Epha7,1
Klf4,Dido1,1
Klf4,Tceb2,1
Klf4,Nog,1
Klf4,Nsg2,1
Klf4,Rab11fip5,1
Klf4,Prkar1b,1
Klf4,Fbxo36,1
Klf4,Mapre1,1
Klf4,Fxyd1,1
Klf4,Cacnb2,1
Klf4,Pdk1,1
Klf4,Khdrbs1,1
Klf4,Tm9sf3,1
Klf4,Kcnb1,1
Klf4,Prkaca,1
Klf4,Msn,1
Klf4,Insm1,1
Klf4,H1f0,1
Klf4,Irs1,1
Klf4,Phlda3,1
Klf4,Sgcz,1
Klf4,Ubtd2,1
Klf4,Lrrc8c,1
Klf4,Ehf,1
Klf4,Mmd,1
Klf4,Slc22a23,1
Klf4,Rbpms2,1
Klf4,Cplx2,1
Klf4,Sox7,1
Klf4,Ngef,1
Klf4,Ndufa4l2,1
Klf4,9530059O14Rik,1
Klf4,Ptpn14,1
Klf4,Bmi1,1
Klf4,Krtcap2,1
Klf4,Pirt,0
Klf4,Igfbp4,1
Klf4,Camta1,1
Klf4,Mmgt2,1
Klf4,Rab3il1,1
Klf4,Sgk1,1
Klf4,Fmnl1,1
Klf4,Sox8,1
Klf4,Fzd10,1
Klf4,Rnf11,1
Klf4,Elavl2,1
Klf4,Ccdc64,1
Klf4,Sox2,1
Klf4,Klf13,1
Klf4,Cdca2,1
Klf4,Eomes,1
Klf4,Nrk,1
Klf4,Chst11,1
Klf4,Kif21b,1
Klf4,1810043G02Rik,1
Klf4,Gabre,1
Klf4,Glipr2,1
Klf4,Mapk6,1
Klf4,Ctnna3,1
Klf4,Cxcl14,1
Klf4,Dlx1as,1
Klf4,Cdk4,1
Dbx2,Sox4,0
Dbx2,Gpr85,1
Dbx2,Fzd2,0
Dbx2,Cdc42bpa,1
Dbx2,Dsc2,0
Dbx2,Serbp1,0
Dbx2,Adcy1,0
Dbx2,Gdf6,0
Dbx2,Dusp6,0
Dbx2,Abhd2,0
Dbx2,Hspa12b,0
Dbx2,Baz1a,1
Dbx2,Pdzrn4,1
Dbx2,Hoxa4,1
Dbx2,Kdm2b,1
Dbx2,Sp5,1
Dbx2,Afp,1
Dbx2,Hoxb7,1
Dbx2,Ptchd1,0
Dbx2,Vcl,0
Dbx2,Arf5,0
Dbx2,Six1,0
Dbx2,Mycn,0
Dbx2,Irf2,0
Dbx2,Nipbl,0
Dbx2,Cnn1,0
Dbx2,Mef2c,1
Dbx2,Tll1,0
Dbx2,Pdzk1,0
Dbx2,Lgi2,0
Dbx2,Ntng1,0
Dbx2,Fhod1,0
Dbx2,Six2,0
Dbx2,Mks1,0
Dbx2,Fndc1,0
Dbx2,Gna14,0
Dbx2,Ntrk2,0
Dbx2,Dhrs3,0
Dbx2,Cbfa2t3,0
Dbx2,Tie1,0
Dbx2,Sox5,1
Dbx2,Map4k4,0
Dbx2,Pitpnc1,0
Dbx2,Xkr4,0
Dbx2,Foxc1,0
Dbx2,Pax6,0
Dbx2,Mctp1,0
Dbx2,Hdgf,0
Dbx2,Hoxb5,1
Dbx2,Nol4,1
Dbx2,Mesdc1,0
Dbx2,Mdfi,0
Dbx2,Sez6,0
Dbx2,Ckb,0
Dbx2,Tgfb1,0
Dbx2,2610028E06Rik,1
Dbx2,Lrp2,0
Dbx2,Galnt13,0
Dbx2,Dio3,0
Dbx2,Foxo4,0
Dbx2,Ezh2,0
Dbx2,Foxf2,0
Dbx2,Tm9sf3,0
Mbd2,Rapgef3,0
Mbd2,Kcnmb4,0
Mbd2,Hoxd11,0
Mbd2,Foxq1,0
Mbd2,Cdyl2,0
Mbd2,Stmn1,0
Mbd2,Maneal,0
Mbd2,Cxcl12,0
Mbd2,Pcdh8,0
Mbd2,Tinagl1,0
Mbd2,St8sia4,0
Mbd2,Fbxo30,0
Mbd2,Ganab,0
Mbd2,Sst,0
Mbd2,Mlec,0
Mbd2,Tcta,0
Mbd2,Foxj1,0
Mbd2,Dlx6os1,0
Mbd2,Sphk1,0
Mbd2,Nipal4,0
Mbd2,Hoxa1,0
Mbd2,Unc13a,0
Mbd2,Ovol2,0
Mbd2,Gria3,0
Mbd2,Heph,0
Mbd2,Galnt3,0
Mbd2,Nutf2,0
Mbd2,Epha2,0
Mbd2,Bmp1,0
Mbd2,Gjb1,0
Mbd2,Arhgap6,0
Mbd2,Pfkfb3,0
Mbd2,Ctdsp2,0
Mbd2,Enah,0
Mbd2,Pou3f1,0
Mbd2,Dner,0
Mbd2,Kcnc1,0
Mbd2,Ilf3,0
Mbd2,Trerf1,0
Mbd2,Pitx1,0
Mbd2,Rora,0
Mbd2,Itgb6,0
Mbd2,Ap1s1,0
Mbd2,Fbxo36,0
Mbd2,Fmnl1,0
Mbd2,Mapk6,0
Nfe2l3,Sec16b,0
Nfe2l3,Rtf1,0
Nfe2l3,Hdac9,0
Nfe2l3,Nefl,0
Nfe2l3,Stk24,0
Nfe2l3,Dnm3os,0
Nfe2l3,Tshz1,0
Nfe2l3,Pim2,0
Nfe2l3,Plekha4,0
Nfe2l3,Reps2,0
Nfe2l3,Tox3,0
Nfe2l3,Cyr61,0
Nfe2l3,Arid2,0
Nfe2l3,Kars,0
Nfe2l3,Cfl1,0
Nfe2l3,Igf2,0
Nfe2l3,Hmbox1,0
Nfe2l3,Zfp768,0
Nfe2l3,Cacna1c,0
Nfe2l3,Lmna,0
Nfe2l3,Fgf17,0
Nfe2l3,Hat1,0
Nfe2l3,Col4a2,0
Nfe2l3,Sel1l3,0
Nfe2l3,Otud1,0
Nfe2l3,Arid1a,0
Nfe2l3,Sumo2,0
Nfe2l3,Rims2,0
Nfe2l3,Il11,0
Nfe2l3,Ctbp2,0
Nfe2l3,Elmo1,0
Nfe2l3,Fut9,0
Nfe2l3,Ppm1h,0
Nfe2l3,Elavl3,0
Nfe2l3,Fam83h,0
Nfe2l3,Srsf10,0
Nfe2l3,Vav3,0
Nfe2l3,Pitpnc1,0
Nfe2l3,Dpysl3,0
Nfe2l3,Anp32a,0
Nfe2l3,Cmtm4,0
Nfe2l3,Jun,0
Nfe2l3,Emx2,0
Nfe2l3,Mark2,0
Nfe2l3,Lef1,0
Nfe2l3,Bcl9l,0
Nfe2l3,Chac1,0
Nfe2l3,Col13a1,0
Nfe2l3,Tgfb1,0
Nfe2l3,Cdh17,0
Nfe2l3,Ttc36,0
Nfe2l3,Rbms1,0
Nfe2l3,Esm1,0
Nfe2l3,Aldh1a3,0
Nfe2l3,Bmp4,0
Nfe2l3,Tmem25,0
Hoxa2,Atxn1,0
Hoxa2,Nova1,0
Hoxa2,Gpr85,0
Hoxa2,Bmp2,0
Hoxa2,Cnr1,1
Hoxa2,Nkx2-1,1
Hoxa2,Pde4dip,0
Hoxa2,Setd7,0
Hoxa2,Hoxd11,1
Hoxa2,Pdgfra,1
Hoxa2,Gigyf2,0
Hoxa2,Snai3,1
Hoxa2,Arfgef1,0
Hoxa2,Pim2,0
Hoxa2,Dmrta2,1
Hoxa2,Ryr2,0
Hoxa2,Hesx1,1
Hoxa2,Lox,0
Hoxa2,Sh3pxd2a,0
Hoxa2,Wnt2b,0
Hoxa2,Zfhx4,1
Hoxa2,Tagln3,0
Hoxa2,Rbm47,0
Hoxa2,Syne1,1
Hoxa2,Huwe1,1
Hoxa2,Foxj1,0
Hoxa2,Dlx6os1,1
Hoxa2,Ntn1,0
Hoxa2,Nrcam,0
Hoxa2,Fam49a,0
Hoxa2,2810410L24Rik,0
Hoxa2,Kit,0
Hoxa2,Zfp503,0
Hoxa2,Unc13a,0
Hoxa2,Egfl6,0
Hoxa2,Osm,0
Hoxa2,Mitf,1
Hoxa2,Pim1,0
Hoxa2,Sertad2,0
Hoxa2,Dynll2,0
Hoxa2,Prg4,1
Hoxa2,Bmp1,1
Hoxa2,Mapt,0
Hoxa2,Nav1,0
Hoxa2,Hnf4a,1
Hoxa2,Six3os1,1
Hoxa2,Tie1,0
Hoxa2,Rai1,1
Hoxa2,Sox11,0
Hoxa2,Otx2,1
Hoxa2,Igsf1,0
Hoxa2,Dixdc1,0
Hoxa2,Frmd4b,0
Hoxa2,Lypla2,0
Hoxa2,Eef1d,0
Hoxa2,Hoxb5,0
Hoxa2,Nol4,1
Hoxa2,Emx2,1
Hoxa2,Tbx6,1
Hoxa2,Per1,0
Hoxa2,Efemp2,0
Hoxa2,Ksr2,0
Hoxa2,Pcdh7,1
Hoxa2,Elovl6,0
Hoxa2,Hoxa2,1
Hoxa2,Shb,1
Hoxa2,Krt17,0
Hoxa2,Phldb1,0
Hoxa2,Fam81a,0
Hoxa2,Prrx1,1
Hoxa2,Ezh2,0
Hoxa2,Adamts17,1
Hoxa2,Foxp2,1
Hoxa2,Camta1,0
Hoxa2,Fzd10,0
Hoxb8,Asxl3,1
Hoxb8,Cyp26a1,1
Hoxb8,Pfn2,0
Hoxb8,Crim1,1
Hoxb8,Aplp1,0
Hoxb8,Cpeb2,0
Hoxb8,Cga,0
Hoxb8,Itsn2,0
Hoxb8,Dnm3os,1
Hoxb8,Hinfp,0
Hoxb8,Gnb2,0
Hoxb8,Trps1,0
Hoxb8,Spag9,0
Hoxb8,Tshz1,1
Hoxb8,Npas3,0
Hoxb8,Sp9,1
Hoxb8,Fbxo30,0
Hoxb8,Edn2,0
Hoxb8,Prok2,0
Hoxb8,Sp5,1
Hoxb8,Sntb2,0
Hoxb8,Jag1,0
Hoxb8,Dlx5,1
Hoxb8,Arf5,0
Hoxb8,Akt3,0
Hoxb8,Dlx6os1,1
Hoxb8,Zfp277,0
Hoxb8,Ppp1r8,0
Hoxb8,Lrrn3,1
Hoxb8,Ddit4,0
Hoxb8,Ddah2,0
Hoxb8,Mycn,0
Hoxb8,Apln,0
Hoxb8,Elavl4,1
Hoxb8,Slitrk4,0
Hoxb8,Csnk1g2,0
Hoxb8,Celf4,1
Hoxb8,Mbnl1,0
Hoxb8,Hand2,1
Hoxb8,Srf,0
Hoxb8,Csf3r,1
Hoxb8,Gm14137,0
Hoxb8,Tac1,0
Hoxb8,Lrrc8e,0
Hoxb8,Onecut2,0
Hoxb8,Sncb,0
Hoxb8,Map4k4,0
Hoxb8,Slitrk5,1
Hoxb8,Atxn1l,0
Hoxb8,Pdgfa,0
Hoxb8,Dennd2a,0
Hoxb8,Plekha2,0
Hoxb8,Enox1,0
Hoxb8,Caskin1,0
Hoxb8,Grip1,0
Hoxb8,Gfra1,0
Hoxb8,Shc3,0
Hoxb8,Neurl1a,0
Hoxb8,Sall4,1
Hoxb8,Hivep2,0
Hoxb8,Pcdh7,1
Hoxb8,Hoxa2,1
Hoxb8,Mfsd6,0
Hoxb8,Srsf12,0
Hoxb8,Sox6,1
Hoxb8,Asxl1,0
Hoxb8,Etv1,1
Hoxb8,Mobp,0
Hoxb8,Gramd1a,0
Hoxb8,Plcd1,0
Hoxb8,Abi3bp,0
Hoxb8,Zfp423,1
Hoxb8,Gdf5,0
Hoxb8,Foxp2,1
Hoxb8,Krtcap2,0
Hoxb8,Elavl2,1
Hoxb8,Dlx1as,1
Hdac2,Chst8,0
Hdac2,Lpgat1,0
Hdac2,Setd7,0
Hdac2,Basp1,0
Hdac2,Qk,0
Hdac2,Ppargc1b,0
Hdac2,Plekha4,0
Hdac2,Sobp,0
Hdac2,Rcc2,0
Hdac2,Naa25,0
Hdac2,Celsr1,0
Hdac2,Ccdc28a,0
Hdac2,Tnnt2,0
Hdac2,Spock3,0
Hdac2,Hnrnpa2b1,0
Hdac2,Nckap1,0
Hdac2,Vcl,0
Hdac2,Smurf2,0
Hdac2,Slc39a8,0
Hdac2,Six1,0
Hdac2,Lrtm1,0
Hdac2,Dtna,0
Hdac2,Hnf1a,0
Hdac2,Camk2a,0
Hdac2,Ranbp9,0
Hdac2,Pea15a,0
Hdac2,Adra2a,0
Hdac2,Eif2s2,0
Hdac2,Lrrn2,0
Hdac2,Elmo1,0
Hdac2,Loxl4,0
Hdac2,Agpat4,0
Hdac2,Mafb,0
Hdac2,Mmp14,0
Hdac2,Arhgap6,0
Hdac2,Dhrs3,0
Hdac2,Crb3,0
Hdac2,Mybl2,0
Hdac2,Gadd45g,0
Hdac2,Slc9a2,0
Hdac2,Hs3st3b1,0
Hdac2,Pitx1,0
Hdac2,Ckmt1,0
Hdac2,Clcn3,0
Hdac2,Cav1,0
Hdac2,Gli2,0
Hdac2,Mmgt2,0
Hdac2,Rfx4,0
Hdac2,Chst11,0
Hdac2,Cxcl14,0
Hoxc4,Gpr85,1
Hoxc4,Nkx2-1,1
Hoxc4,Cga,1
