TF,Target,Label,Score
Rora,Ntrk2,0,0
Rora,Zfp644,1,999
Rora,Zfp710,0,0
Rora,Ly6h,0,0
Rora,Hoxd3,1,999
Rora,Phox2a,0,0
Rora,Ubr5,0,0
Rora,Six3os1,1,999
Rora,Sncb,0,0
Rora,Ddx21,0,0
Rora,Dpysl3,1,999
Rora,Elmod1,1,999
Rora,Pnck,0,0
Rora,Anp32a,0,0
Rora,Iqsec2,0,0
Rora,Nfkbiz,1,999
Rora,Cadm3,0,0
Rora,Nol4,1,999
Rora,Emx2,1,999
Rora,Slc1a2,0,0
Rora,Runx1t1,1,999
Rora,Igf1r,1,999
Rora,Twf2,0,0
Rora,Trerf1,0,0
Rora,Cpeb3,1,999
Rora,Unc80,0,0
Rora,Igfbp5,0,0
Rora,Pcdh7,0,0
Rora,Ergic1,0,0
Rora,Asxl1,0,0
Rora,Lrp2,0,0
Rora,Celf2,1,999
Rora,Lrriq4,0,0
Rora,Pde4b,1,999
Rora,Rnf11,1,999
Rora,Msx2,0,0
Zbtb7b,Mex3b,1,999
Zbtb7b,4933430I17Rik,0,0
Zbtb7b,Cldn7,0,0
Zbtb7b,Trpm3,1,999
Zbtb7b,Tob1,1,999
Zbtb7b,Crim1,0,0
Zbtb7b,Ntrk3,1,999
Zbtb7b,Plxna4,1,999
Zbtb7b,Kctd1,1,999
Zbtb7b,Kcnmb4,1,999
Zbtb7b,Adcy2,0,0
Zbtb7b,Ikzf2,1,999
Zbtb7b,Gli1,1,999
Zbtb7b,Oaf,1,999
Zbtb7b,Ppp2r2b,1,999
Zbtb7b,Parp14,1,999
Zbtb7b,Mpp3,0,0
Zbtb7b,Rfx3,0,0
Zbtb7b,Plxnc1,1,999
Zbtb7b,Bhlhe41,1,999
Zbtb7b,Ier5l,0,0
Zbtb7b,Tet3,0,0
Zbtb7b,Lefty2,1,999
Zbtb7b,Lcorl,1,999
Zbtb7b,Stc2,1,999
Zbtb7b,Zmat4,1,999
Zbtb7b,Prok2,1,999
Zbtb7b,Phlda1,0,0
Zbtb7b,Notum,1,999
Zbtb7b,Sp5,1,999
Zbtb7b,Ppp1r1a,1,999
Zbtb7b,AI593442,1,999
Zbtb7b,Pth1r,0,0
Zbtb7b,Rin3,1,999
Zbtb7b,Sst,1,999
Zbtb7b,Has2,1,999
Zbtb7b,Jag1,1,999
Zbtb7b,Ptchd1,1,999
Zbtb7b,Srrm1,0,0
Zbtb7b,Bcl11a,1,999
Zbtb7b,Kdm3b,1,999
Zbtb7b,Dlgap3,1,999
Zbtb7b,Ube2b,1,999
Zbtb7b,Rtn4rl1,1,999
Zbtb7b,Jdp2,1,999
Zbtb7b,Meg3,1,999
Zbtb7b,Mycn,1,999
Zbtb7b,Erf,1,999
Zbtb7b,Fgf17,1,999
Zbtb7b,Pou2f2,1,999
Zbtb7b,Phf19,1,999
Zbtb7b,Mark1,1,999
Zbtb7b,Sfrp2,1,999
Zbtb7b,Hoxc11,1,999
Zbtb7b,Hoxc8,0,0
Zbtb7b,Apln,1,999
Zbtb7b,Arhgef17,1,999
Zbtb7b,Elavl4,1,999
Zbtb7b,Osm,0,0
Zbtb7b,Sel1l3,1,999
Zbtb7b,Slitrk4,0,0
Zbtb7b,Sort1,1,999
Zbtb7b,Csk,0,0
Zbtb7b,Hoxb9,0,0
Zbtb7b,Hnrnpa3,0,0
Zbtb7b,Hand2,1,999
Zbtb7b,Rgag4,1,999
Zbtb7b,Arpc1b,1,999
Zbtb7b,Lsm12,0,0
Zbtb7b,Bend5,1,999
Zbtb7b,Srf,0,0
Zbtb7b,Id3,0,0
Zbtb7b,Dll1,1,999
Zbtb7b,Lgi2,1,999
Zbtb7b,Bcl3,0,0
Zbtb7b,Mtf2,0,0
Zbtb7b,Fndc1,1,999
Zbtb7b,Agpat4,0,0
Zbtb7b,Sorbs1,0,0
Zbtb7b,Hes1,1,999
Zbtb7b,Nlgn3,1,999
Zbtb7b,Tax1bp3,1,999
Zbtb7b,Gpm6b,1,999
Zbtb7b,Rab2a,0,0
Zbtb7b,Slc7a3,1,999
Zbtb7b,Coch,1,999
Zbtb7b,Phf21a,1,999
Zbtb7b,Tac1,0,0
Zbtb7b,Pbx1,1,999
Zbtb7b,Fzd8,0,0
Zbtb7b,Irx2,1,999
Zbtb7b,Wnt3,1,999
Zbtb7b,Qser1,1,999
Zbtb7b,Sox11,0,0
Zbtb7b,Kctd10,0,0
Zbtb7b,Pip4k2b,1,999
Zbtb7b,Plec,1,999
Zbtb7b,Runx2,0,0
Zbtb7b,Yes1,0,0
Zbtb7b,Plekha2,0,0
Zbtb7b,Iqsec2,1,999
Zbtb7b,Prox1,1,999
Zbtb7b,Gfra1,1,999
Zbtb7b,Tro,1,999
Zbtb7b,Itpka,1,999
Zbtb7b,Lpar4,1,999
Zbtb7b,Col1a1,1,999
Zbtb7b,Runx1t1,1,999
Zbtb7b,Cacna2d3,1,999
Zbtb7b,Nr2f1,1,999
Zbtb7b,Fap,1,999
Zbtb7b,Prkag1,1,999
Zbtb7b,Bcl9l,0,0
Zbtb7b,Dchs1,0,0
Zbtb7b,Gpr27,0,0
Zbtb7b,Nova2,1,999
Zbtb7b,Slco5a1,0,0
Zbtb7b,Elovl6,0,0
Zbtb7b,Ywhag,1,999
Zbtb7b,Sema3b,0,0
Zbtb7b,Tgfb1,1,999
Zbtb7b,Cacna1a,0,0
Zbtb7b,Tnfrsf11a,0,0
Zbtb7b,Sh3bp1,1,999
Zbtb7b,Npr3,1,999
Zbtb7b,Mbtd1,1,999
Zbtb7b,Ankrd34a,1,999
Zbtb7b,Foxk1,0,0
Zbtb7b,Sh3gl2,0,0
Zbtb7b,Ramp2,1,999
Zbtb7b,Gata3,1,999
Zbtb7b,Insm1,1,999
Zbtb7b,Ubtd2,1,999
Zbtb7b,Mmd,0,0
Zbtb7b,Slc22a23,1,999
Zbtb7b,Tshz3,1,999
Zbtb7b,Ndufa4l2,0,0
Zbtb7b,9530059O14Rik,1,999
Zbtb7b,Rfx4,1,999
Six4,Shroom4,0,0
Six4,Bcl6,1,999
Six4,Sema6c,1,999
Six4,Tox,0,0
Six4,Ikzf2,1,999
Six4,Pacs2,0,0
Six4,Fzd2,1,999
Six4,Rtkn,1,999
Six4,Obsl1,0,0
Six4,Brsk2,1,999
Six4,Tnfsf15,0,0
Six4,Rb1,1,999
Six4,Hoxa3,0,0
Six4,Tpm2,0,0
Six4,Sms,1,999
Six4,Mllt3,1,999
Six4,Ubap2l,1,999
Six4,Stc2,1,999
Six4,Plekha6,0,0
Six4,Pknox2,1,999
Six4,Sema5b,0,0
Six4,Oit1,0,0
Six4,Lrrfip1,1,999
Six4,Usp15,0,0
Six4,Plxnd1,0,0
Six4,Dlgap3,0,0
Six4,Svep1,1,999
Six4,Fkbp5,1,999
Six4,Six4,1,999
Six4,Mcam,0,0
Six4,Ptrf,0,0
Six4,Egfl7,0,0
Six4,Bnc1,1,999
Six4,Gja1,1,999
Six4,Ephb1,1,999
Six4,Otud1,0,0
Six4,Pim1,0,0
Six4,Elf5,1,999
Six4,Lsm12,0,0
Six4,Eif2s2,0,0
Six4,Zfp385b,0,0
Six4,Lgi2,0,0
Six4,Lrrn2,0,0
Six4,Adamts14,0,0
Six4,Dnmt3a,1,999
Six4,Casz1,1,999
Six4,Matn2,1,999
Six4,Mafb,0,0
Six4,Dhrs3,1,999
Six4,Onecut2,0,0
Six4,Mybl2,0,0
Six4,Sox11,1,999
Six4,Irx5,0,0
Six4,Adamts5,0,0
Six4,Rims1,1,999
Six4,Fkbp10,0,0
Six4,Fam57b,1,999
Six4,Vezt,1,999
Six4,Kank4,0,0
Six4,Lin28a,1,999
Six4,Ogdhl,0,0
Six4,Nol4,1,999
Six4,Prdm16,1,999
Six4,Ldha,0,0
Six4,Ksr2,0,0
Six4,Hivep2,1,999
Six4,Srsf12,0,0
Six4,Cdh17,1,999
Six4,Etv1,1,999
Six4,Phldb1,0,0
Six4,Zfp292,1,999
Six4,Ankrd34a,1,999
Six4,Cdkn1c,1,999
Six4,Plbd1,1,999
Six4,Kat2b,0,0
Six4,Mapre1,0,0
Six4,Prkaca,0,0
Six4,H1f0,0,0
Six4,Bmi1,1,999
Six4,Gabre,0,0
Irf9,Gabrb3,0,0
Irf9,Mreg,0,0
Irf9,Gm5577,0,0
Irf9,Ipo7,0,0
Irf9,Ikzf2,1,999
Irf9,Cdc42bpa,1,999
Irf9,Fli1,1,999
Irf9,Tnfsf15,1,999
Irf9,Npas3,0,0
Irf9,Ier5l,0,0
Irf9,F3,0,0
Irf9,Tab2,0,0
Irf9,Fndc3b,0,0
Irf9,Cirh1a,0,0
Irf9,AI593442,0,0
Irf9,Slco2a1,0,0
Irf9,Bhlhe40,0,0
Irf9,Dlx6os1,1,999
Irf9,Mecom,1,999
Irf9,Kif26b,0,0
Irf9,Ddah2,0,0
Irf9,Irf2,1,999
Irf9,Nap1l1,0,0
Irf9,Frat1,0,0
Irf9,Adnp,0,0
Irf9,Kirrel2,0,0
Irf9,Dkk1,0,0
Irf9,Prg4,1,999
Irf9,Speg,0,0
Irf9,Traf3,0,0
Irf9,Fhod1,0,0
Irf9,Fndc1,0,0
Irf9,Tagln2,0,0
Irf9,Kpna2,0,0
Irf9,Flrt1,0,0
Irf9,Glud1,0,0
Irf9,Uchl5,0,0
Irf9,Cadm2,1,999
Irf9,Meis1,0,0
Irf9,Phc2,0,0
Irf9,Tbcc,0,0
Irf9,Fign,0,0
Irf9,Igf1r,0,0
Irf9,Nr2f1,0,0
Irf9,Trib2,0,0
Irf9,Six3,1,999
Irf9,Foxf2,0,0
Irf9,Foxp2,0,0
Irf9,Glipr2,0,0
Irf9,Dlx1as,1,999
Cdyl2,Ttn,0,0
Cdyl2,Sema6c,0,0
Cdyl2,Hhip,0,0
Cdyl2,Smad6,0,0
Cdyl2,Parp14,0,0
Cdyl2,Pdzrn3,0,0
Cdyl2,Dleu2,0,0
Cdyl2,Scarf2,0,0
Cdyl2,Cabp4,0,0
Cdyl2,Pias3,0,0
Cdyl2,Adcy7,0,0
Cdyl2,Sfrp1,0,0
Cdyl2,Ypel5,0,0
Cdyl2,Nab2,0,0
Cdyl2,Brd3,0,0
Cdyl2,Mier1,0,0
Cdyl2,Fads2,0,0
Cdyl2,Gna14,0,0
Cdyl2,Matn2,0,0
Cdyl2,Phf21a,0,0
Cdyl2,Anp32a,0,0
Cdyl2,Fbn1,0,0
Cdyl2,Kcnc1,0,0
Cdyl2,Tro,0,0
Cdyl2,Espn,0,0
Cdyl2,Pcdh7,0,0
Cdyl2,Rab12,0,0
Cdyl2,Esm1,0,0
Cdyl2,Gpbp1,0,0
Cdyl2,Maml3,0,0
Cdyl2,Ndrg1,0,0
Cdyl2,Cav1,0,0
Cdyl2,Fbxo36,0,0
Cdyl2,Slc22a23,0,0
Mycn,Sox4,1,999
Mycn,Mex3b,1,999
Mycn,Grik3,1,999
Mycn,Asxl3,1,999
Mycn,Gabrb3,1,999
Mycn,Egr2,1,999
Mycn,4933430I17Rik,1,999
Mycn,Ankrd28,1,999
Mycn,Batf2,0,0
Mycn,Atxn1,1,999
Mycn,Nova1,1,999
Mycn,Zbtb25,1,999
Mycn,Cyp26a1,1,999
Mycn,Bcl6,1,999
Mycn,Nptx1,1,999
Mycn,Chst8,1,999
Mycn,Trpm3,1,999
Mycn,Sash1,1,999
Mycn,Pitx2,1,999
Mycn,Kcnh3,1,999
Mycn,Crim1,1,999
Mycn,Irs2,1,999
Mycn,Gm5577,1,999
Mycn,E130012A19Rik,1,999
Mycn,Cxcl16,1,999
Mycn,Nme2,1,999
Mycn,Cpne9,1,999
Mycn,Stard10,1,999
Mycn,Gem,1,999
Mycn,Zbtb44,1,999
Mycn,Nfix,1,999
Mycn,Cpeb2,1,999
Mycn,Prss23,1,999
Mycn,Cdc42ep1,1,999
Mycn,Rapgef3,1,999
Mycn,Nefl,1,999
Mycn,Ptpn21,1,999
Mycn,Prmt8,1,999
Mycn,Kctd1,1,999
Mycn,Ltbr,1,999
Mycn,Zbtb11,1,999
Mycn,4930539J05Rik,1,999
Mycn,Prickle2,1,999
Mycn,Adcy2,1,999
Mycn,Ikzf2,1,999
Mycn,Larp4b,1,999
Mycn,Stag3,1,999
Mycn,Satb1,1,999
Mycn,Hhip,1,999
Mycn,Gli1,1,999
Mycn,Usp46,0,0
Mycn,Satb2,0,0
Mycn,Tgfbr2,1,999
Mycn,Ddit3,1,999
Mycn,Aph1a,1,999
Mycn,Liph,1,999
Mycn,Setd7,1,999
Mycn,Hoxd11,1,999
Mycn,Socs3,0,0
Mycn,Nsmaf,1,999
Mycn,Dnmt3b,1,999
Mycn,Nat8l,1,999
Mycn,Cldn23,1,999
Mycn,Xrcc6,1,999
Mycn,Cdc42bpa,1,999
Mycn,Reep3,1,999
Mycn,Nefm,1,999
Mycn,Lmo4,1,999
Mycn,Obsl1,1,999
Mycn,Mybpc1,1,999
Mycn,Cdyl2,1,999
Mycn,Cdk17,1,999
Mycn,Oaf,1,999
Mycn,Klf4,1,999
Mycn,Ak4,1,999
Mycn,Stmn1,1,999
Mycn,Hoxc4,1,999
Mycn,Qk,1,999
Mycn,Zswim5,1,999
Mycn,Maneal,1,999
Mycn,Cntn6,0,0
Mycn,Zic1,1,999
Mycn,Hinfp,1,999
Mycn,Zc3h4,1,999
Mycn,Brsk2,1,999
Mycn,Spag9,1,999
Mycn,Mpp3,1,999
Mycn,Serbp1,1,999
Mycn,Lgi1,0,0
Mycn,Agap1,1,999
Mycn,Adcy1,1,999
Mycn,Ttc28,1,999
Mycn,Lancl3,1,999
Mycn,Cxcl12,1,999
Mycn,Slc44a3,1,999
Mycn,Pigv,1,999
Mycn,Ctnnb1,1,999
Mycn,Ptch1,1,999
Mycn,Hoxa3,1,999
Mycn,Rfx3,1,999
Mycn,Hsph1,1,999
Mycn,Tpm2,1,999
Mycn,Ptprk,0,0
Mycn,Ehmt2,1,999
Mycn,Cbln1,1,999
Mycn,Ppargc1b,1,999
Mycn,Slc17a9,1,999
Mycn,Pim2,1,999
Mycn,Bahd1,1,999
Mycn,Dmrta2,1,999
Mycn,Tnpo1,1,999
Mycn,Trpc6,1,999
Mycn,Reps2,1,999
Mycn,Abhd2,1,999
Mycn,Kcnk2,1,999
Mycn,Mgat4c,1,999
Mycn,Tinagl1,1,999
Mycn,Slc39a7,1,999
Mycn,Sobp,1,999
Mycn,Klhl29,1,999
Mycn,Plxnc1,1,999
Mycn,Baz1a,1,999
Mycn,Socs2,1,999
Mycn,Tuft1,1,999
Mycn,Trim3,1,999
Mycn,Myb,1,999
Mycn,A230050P20Rik,1,999
Mycn,Wfikkn2,1,999
Mycn,Stk10,1,999
Mycn,Bhlhe41,1,999
Mycn,Hesx1,1,999
Mycn,Npas3,1,999
Mycn,Dleu2,1,999
Mycn,Sae1,1,999
Mycn,Ier5l,0,0
Mycn,St8sia4,1,999
Mycn,Sp9,1,999
Mycn,Il7,1,999
Mycn,Cdk6,1,999
Mycn,Cacna2d2,1,999
Mycn,Hmgn2,1,999
Mycn,Celsr1,1,999
Mycn,Lefty2,1,999
Mycn,Crtac1,1,999
Mycn,Meox1,1,999
Mycn,Lcorl,1,999
Mycn,Ccdc106,1,999
Mycn,Mypn,1,999
Mycn,Hoxa4,1,999
Mycn,Inca1,1,999
Mycn,Pou3f2,1,999
Mycn,Tmod1,1,999
Mycn,Lox,1,999
Mycn,Stc2,1,999
Mycn,Macrod2,1,999
Mycn,Cd37,1,999
Mycn,Cndp2,1,999
Mycn,Plekha6,1,999
Mycn,Prok2,1,999
Mycn,Gnao1,1,999
Mycn,Phlda1,1,999
Mycn,L3mbtl3,1,999
Mycn,Ccne1,1,999
Mycn,1810062O18Rik,1,999
Mycn,Hormad2,1,999
Mycn,Pax3,1,999
Mycn,Sp5,1,999
Mycn,Scarf2,1,999
Mycn,F3,1,999
Mycn,Meox2,0,0
Mycn,Dgkq,1,999
Mycn,Lck,1,999
Mycn,Sh3pxd2a,1,999
Mycn,Tnnt2,1,999
Mycn,Fndc3b,1,999
Mycn,Zbtb7c,0,0
Mycn,Wnt2b,1,999
Mycn,Cyr61,1,999
Mycn,Pknox2,1,999
Mycn,Efnb2,1,999
Mycn,Scml4,1,999
Mycn,Rdh10,1,999
Mycn,Hspa4l,0,0
Mycn,Slc43a1,1,999
Mycn,Ank,1,999
Mycn,Rimklb,1,999
Mycn,Rtn4r,1,999
Mycn,Esrp1,1,999
Mycn,AI593442,1,999
Mycn,Pecam1,1,999
Mycn,Kars,1,999
Mycn,Stxbp5l,1,999
Mycn,Zfp518b,1,999
Mycn,Oit1,1,999
Mycn,Perp,1,999
Mycn,Irx1,0,0
Mycn,Crmp1,1,999
Mycn,Nespas,1,999
Mycn,D930048N14Rik,0,0
Mycn,Prkce,1,999
Mycn,Begain,1,999
Mycn,Calb2,1,999
Mycn,Tgfbrap1,1,999
Mycn,Acta2,1,999
Mycn,Dgkh,1,999
Mycn,Osbpl6,1,999
Mycn,Upp1,1,999
Mycn,Lhx2,1,999
Mycn,Tmem151b,1,999
Mycn,Spock3,1,999
Mycn,Met,1,999
Mycn,Actg1,1,999
Mycn,Lrrfip1,1,999
Mycn,Hoxb4,1,999
Mycn,Sp4,1,999
Mycn,Wnt7a,1,999
Mycn,Jag1,1,999
Mycn,Ptges3,1,999
Mycn,Id4,1,999
Mycn,Arap1,1,999
Mycn,Tcta,1,999
Mycn,Bhlhe40,1,999
Mycn,Sema6a,1,999
Mycn,Asns,1,999
Mycn,Hoxb7,1,999
Mycn,Hpgd,1,999
Mycn,Ppp1r9a,1,999
Mycn,Bcl11a,1,999
Mycn,Plxnd1,0,0
Mycn,Rarg,1,999
Mycn,Srsf6,1,999
Mycn,Foxj1,0,0
Mycn,Tnfrsf12a,1,999
Mycn,Ctgf,1,999
Mycn,Bcl2l1,1,999
Mycn,Msto1,1,999
Mycn,Ccdc148,1,999
Mycn,Vcl,1,999
Mycn,Sall3,1,999
Mycn,Nhs,1,999
Mycn,Gas5,1,999
Mycn,St6galnac5,1,999
Mycn,Fam19a4,1,999
Mycn,Dlgap3,1,999
Mycn,P4htm,1,999
Mycn,Epas1,1,999
Mycn,Gadd45b,1,999
Mycn,Ntn1,1,999
Mycn,Igdcc4,1,999
Mycn,Ube2b,1,999
Mycn,Etv6,1,999
Mycn,Hnrnpu,1,999
Mycn,Kat5,1,999
Mycn,Lypd4,1,999
Mycn,Rtn4rl1,1,999
Mycn,Etv4,1,999
Mycn,Mgll,1,999
Mycn,Slc39a8,1,999
Mycn,Cdh3,1,999
Mycn,Nrcam,1,999
Mycn,Aatf,1,999
Mycn,Cbx8,1,999
Mycn,Klf3,1,999
Mycn,Peg10,0,0
Mycn,Stau2,1,999
Mycn,Zfp768,1,999
Mycn,Sostdc1,1,999
Mycn,Otx1,1,999
Mycn,Cdv3,1,999
Mycn,Bnip3,1,999
Mycn,Cldn4,1,999
Mycn,Dnajc6,1,999
Mycn,Bcl2l2,1,999
Mycn,Slc44a1,1,999
Mycn,Mycn,1,999
Mycn,Bdnf,1,999
Mycn,Gm14005,1,999
Mycn,Nr4a2,1,999
Mycn,Slc22a4,1,999
Mycn,Mtss1,1,999
Mycn,Usp28,1,999
Mycn,Tcl1,1,999
Mycn,Ep300,1,999
Mycn,Trim56,1,999
Mycn,Slit2,1,999
Mycn,Prdm6,1,999
Mycn,Fam131c,1,999
Mycn,Alox5ap,1,999
Mycn,Serpina3n,1,999
Mycn,Mfhas1,1,999
Mycn,Fam78b,1,999
Mycn,Gabra3,1,999
Mycn,Hoxb3,0,0
Mycn,Ppm1e,1,999
Mycn,Phf19,1,999
Mycn,Cdk2ap1,1,999
Mycn,Bend3,1,999
Mycn,Cacna1g,0,0
Mycn,Hoxa1,1,999
Mycn,Slc28a1,1,999
Mycn,Snx2,1,999
Mycn,Prkg1,1,999
Mycn,Hoxc11,1,999
Mycn,Zic2,1,999
Mycn,Dpy19l1,1,999
Mycn,Irf1,1,999
Mycn,Col4a2,1,999
Mycn,4930467E23Rik,1,999
Mycn,Hmga2,1,999
Mycn,Negr1,1,999
Mycn,Mip,1,999
Mycn,Kit,1,999
Mycn,Zfp703,1,999
Mycn,Farp1,1,999
Mycn,Akap1,1,999
Mycn,Ccdc8,1,999
Mycn,Hoxa13,1,999
Mycn,Pde4a,1,999
Mycn,Raly,1,999
Mycn,Pstpip2,1,999
Mycn,Xpo7,1,999
Mycn,Cstad,1,999
Mycn,Rgma,1,999
Mycn,Ptprf,0,0
Mycn,Pkdcc,1,999
Mycn,Apln,1,999
Mycn,Phip,1,999
Mycn,Tsc22d3,1,999
Mycn,Ovol2,1,999
Mycn,Sept6,1,999
Mycn,Taf15,1,999
Mycn,Phkg1,1,999
Mycn,Tle4,1,999
Mycn,Ssbp3,1,999
Mycn,Arl6ip5,1,999
Mycn,Dpysl2,1,999
Mycn,Aldh7a1,1,999
Mycn,Sel1l3,1,999
Mycn,Kcnip2,1,999
Mycn,Zcchc24,0,0
Mycn,Smyd1,1,999
Mycn,Slitrk4,1,999
Mycn,Scn1a,1,999
Mycn,Gabra2,1,999
Mycn,Podn,1,999
Mycn,Maf,1,999
Mycn,Chd7,1,999
Mycn,Runx1,1,999
Mycn,Ovol1,1,999
Mycn,Ephb1,1,999
Mycn,Pdgfb,0,0
Mycn,Bves,1,999
Mycn,Parp8,1,999
Mycn,Hspbap1,1,999
Mycn,Ranbp17,1,999
Mycn,Pparg,1,999
Mycn,Galnt3,1,999
Mycn,Cntn1,1,999
Mycn,Got1,1,999
Mycn,Mt4,1,999
Mycn,Heg1,1,999
Mycn,Fam131b,0,0
Mycn,Ggt7,0,0
Mycn,Mbnl1,1,999
Mycn,Hand2,1,999
Mycn,Gdpd5,1,999
Mycn,Gli3,1,999
Mycn,Akap6,1,999
Mycn,Nab2,1,999
Mycn,Adra2a,1,999
Mycn,Tnfaip6,1,999
Mycn,Elf5,1,999
Mycn,Tsc22d1,1,999
Mycn,Kctd19,1,999
Mycn,Arpc1b,1,999
Mycn,Lsm12,0,0
Mycn,Lrp5,1,999
Mycn,Rasip1,1,999
Mycn,Sfmbt1,1,999
Mycn,Ltbp1,1,999
Mycn,Ppp2r3a,1,999
Mycn,Adamts1,1,999
Mycn,Rapgef4,1,999
Mycn,Hlf,1,999
Mycn,Id3,1,999
Mycn,Mier1,1,999
Mycn,Ankrd52,1,999
Mycn,Slc4a3,1,999
Mycn,Ntng1,1,999
Mycn,Sorcs1,1,999
Mycn,Sfn,1,999
Mycn,B230319C09Rik,1,999
Mycn,Speg,1,999
Mycn,4430402I18Rik,1,999
Mycn,Zfp516,1,999
Mycn,Myh10,1,999
Mycn,Enpp2,1,999
Mycn,Tex14,1,999
Mycn,Ism1,1,999
Mycn,Ptgs2,1,999
Mycn,Homer2,1,999
Mycn,Actn1,1,999
Mycn,Fhl1,1,999
Mycn,Lrrn2,1,999
Mycn,Pmepa1,1,999
Mycn,2610203C20Rik,1,999
Mycn,Ssbp2,1,999
Mycn,Elmo1,1,999
Mycn,Elmo3,1,999
Mycn,Klhl24,1,999
Mycn,Zbtb12,1,999
Mycn,Samd4,1,999
Mycn,Dpf3,1,999
Mycn,Pdzd2,1,999
Mycn,Dnmt3a,1,999
Mycn,Mks1,1,999
Mycn,Loxl4,1,999
Mycn,Ror2,1,999
Mycn,Shmt1,1,999
Mycn,Cntrob,1,999
Mycn,9330182L06Rik,1,999
Mycn,Fut9,1,999
Mycn,Epha2,1,999
Mycn,Apbb1ip,1,999
Mycn,Gm14137,1,999
Mycn,Slc20a2,1,999
Mycn,Sorbs1,1,999
Mycn,Xkr6,0,0
Mycn,Dsp,1,999
Mycn,Sypl2,1,999
Mycn,Hes1,1,999
Mycn,Atp1a1,1,999
Mycn,Ccne2,1,999
Mycn,Cav2,1,999
Mycn,Rgs7,1,999
Mycn,Srsf1,1,999
Mycn,Shf,1,999
Mycn,Nr5a2,1,999
Mycn,Iffo2,1,999
Mycn,Ntrk2,1,999
Mycn,Cabp1,1,999
Mycn,Efnb1,1,999
Mycn,Zc3h12a,1,999
Mycn,Sdk1,1,999
Mycn,Scd2,1,999
Mycn,Gpm6b,1,999
Mycn,Ildr2,1,999
Mycn,St8sia6,1,999
Mycn,Pogk,1,999
Mycn,Ptpru,1,999
Mycn,Cldn11,1,999
Mycn,Chml,1,999
Mycn,Tcf15,1,999
Mycn,Elovl1,1,999
Mycn,Rnd3,1,999
Mycn,Lingo2,1,999
Mycn,Chsy1,1,999
Mycn,Grid1,1,999
Mycn,4930515G01Rik,1,999
Mycn,Atxn7l1,1,999
Mycn,Phf2,1,999
Mycn,Cnksr2,1,999
Mycn,Kat2a,1,999
Mycn,Cxxc4,1,999
Mycn,Isl1,1,999
Mycn,Fam83h,1,999
Mycn,Tyro3,1,999
Mycn,Phf21a,1,999
Mycn,Tac1,1,999
Mycn,Spns3,1,999
Mycn,Ly6h,1,999
Mycn,Anp32b,1,999
Mycn,Sema3c,1,999
Mycn,Srsf10,1,999
Mycn,Rasgrf2,1,999
Mycn,Fbxo11,1,999
Mycn,Qars,1,999
Mycn,Acsl4,1,999
Mycn,Nasp,1,999
Mycn,St6galnac3,1,999
Mycn,Gnas,1,999
Mycn,Ppm1a,1,999
Mycn,Cbfa2t3,1,999
Mycn,Srr,1,999
Mycn,Phox2a,1,999
Mycn,Zfp146,1,999
Mycn,Kcnq2,1,999
Mycn,En2,1,999
Mycn,Lima1,0,0
Mycn,Six3os1,1,999
Mycn,Irx2,1,999
Mycn,Prrt3,1,999
Mycn,Tie1,0,0
Mycn,Wnt3,1,999
Mycn,1700034H15Rik,1,999
Mycn,Igdcc3,1,999
Mycn,Sncb,1,999
Mycn,Qser1,1,999
Mycn,Mybl2,1,999
Mycn,Fgf11,1,999
Mycn,Ltbp4,1,999
Mycn,Hoxa5,1,999
Mycn,Rai1,1,999
Mycn,Sox11,1,999
Mycn,Zbtb2,1,999
Mycn,Dusp5,1,999
Mycn,Syt9,1,999
Mycn,Phc2,1,999
Mycn,Jph1,1,999
Mycn,Otx2,1,999
Mycn,Igsf1,1,999
Mycn,3425401B19Rik,1,999
Mycn,Mal2,1,999
Mycn,Ptprb,1,999
Mycn,Xkr4,1,999
Mycn,Gprc5c,1,999
Mycn,Elmod1,1,999
Mycn,Gadd45g,1,999
Mycn,2900041M22Rik,1,999
Mycn,Padi4,1,999
Mycn,Acsl3,1,999
Mycn,Mcf2,0,0
Mycn,Txnip,1,999
Mycn,Kdm4c,1,999
Mycn,Anp32a,1,999
Mycn,Spib,1,999
Mycn,Spred1,1,999
Mycn,Wtip,1,999
Mycn,Ubox5,1,999
Mycn,Foxd1,1,999
Mycn,Sorcs2,1,999
Mycn,Nuak1,1,999
Mycn,Brsk1,1,999
Mycn,Runx2,1,999
Mycn,Pdgfa,1,999
Mycn,Adamts5,1,999
Mycn,Rara,1,999
Mycn,Aebp2,1,999
Mycn,Iqsec2,1,999
Mycn,Enox1,1,999
Mycn,Slc9a2,1,999
Mycn,Mtx3,1,999
Mycn,Usp7,1,999
Mycn,Pou3f1,1,999
Mycn,Atf2,1,999
Mycn,Hoxc13,1,999
Mycn,Dner,1,999
Mycn,Caskin1,1,999
Mycn,Fjx1,1,999
Mycn,Foxc1,1,999
Mycn,Sik1,1,999
Mycn,Prox1,1,999
Mycn,Kcnc1,1,999
Mycn,Grip1,1,999
Mycn,St8sia2,0,0
Mycn,Zswim6,1,999
Mycn,Camk2b,1,999
Mycn,Pipox,1,999
Mycn,Espn,1,999
Mycn,Trp63,1,999
Mycn,Igsf9,1,999
Mycn,Fst,1,999
Mycn,A830010M20Rik,1,999
Mycn,Ogdhl,1,999
Mycn,Hoxb5,1,999
Mycn,Nol4,1,999
Mycn,Pcdh10,1,999
